Genres,Release_year,Runtime,Language,Adult,Vote_average
"['Crime', 'Drama']",2021.0,112,en,0,7.413
"['Action', 'Drama', 'Romance']",2025.0,138,it,0,6.99
"['Horror', 'Science Fiction', 'Thriller']",1990.0,93,en,0,5.899
"['Adventure', 'Animation', 'Fantasy', 'Science Fiction']",1987.0,83,fr,0,6.938
['Drama'],1951.0,93,en,0,7.4
"['Comedy', 'Romance']",2009.0,90,en,0,6.3
"['Comedy', 'Drama', 'Romance']",2023.0,110,es,0,6.554
"['Adventure', 'Documentary']",2026.0,117,en,0,7.58
"['Action', 'Adventure', 'Western']",2013.0,149,en,0,6.119
"['Horror', 'Thriller']",2006.0,94,en,0,4.507
"['Action', 'Adventure', 'Horror', 'Thriller']",2024.0,107,ko,0,6.728
"['Action', 'Adventure', 'Thriller']",2003.0,84,en,0,4.125
['Thriller'],1998.0,90,en,0,3.5
"['Drama', 'Romance']",1986.0,92,en,0,5.2
"['Drama', 'Romance']",2011.0,115,ta,0,7.0
['Drama'],2012.0,29,de,0,0.0
"['Action', 'Adventure', 'Comedy']",1986.0,97,zh,0,7.1
"['Animation', 'Music', 'Romance']",2022.0,93,en,0,7.694
"['Comedy', 'Romance']",1951.0,91,fi,0,0.0
['Drama'],2011.0,104,en,0,0.0
"['Action', 'Crime', 'Thriller']",2008.0,125,ko,0,7.763
['Drama'],2017.0,90,ko,0,4.8
"['Comedy', 'Music']",1993.0,107,en,0,6.362
"['Drama', 'Romance']",2015.0,94,ko,0,4.5
['Western'],1968.0,113,en,0,5.659
"['Comedy', 'Drama', 'Romance']",2019.0,84,nl,0,7.1
"['Action', 'Drama', 'Thriller']",2014.0,105,en,0,6.123
['Documentary'],2006.0,72,pt,0,6.6
['Comedy'],2014.0,91,fr,0,4.755
[],1931.0,75,de,0,0.0
"['Drama', 'Fantasy', 'TV Movie']",2003.0,174,en,0,6.575
"['Crime', 'Drama', 'TV Movie', 'Thriller']",2018.0,88,en,0,5.5
"['Comedy', 'Music', 'War']",1941.0,84,en,0,6.7
"['Crime', 'Thriller']",1948.0,62,en,0,6.0
"['Horror', 'Thriller']",2015.0,75,es,0,6.2
"['Horror', 'Science Fiction']",2003.0,82,en,0,4.48
['Romance'],1998.0,58,ja,0,0.0
"['Comedy', 'Drama', 'Romance']",1984.0,116,tl,0,5.2
"['Drama', 'Thriller']",2026.0,126,fr,0,6.156
"['Drama', 'Romance']",2015.0,98,en,0,5.7
"['Action', 'Horror', 'Thriller']",2020.0,90,en,0,6.439
"['Comedy', 'Drama', 'Family', 'Romance']",2020.0,107,en,0,7.392
"['Comedy', 'Crime']",1987.0,103,en,0,5.189
['Thriller'],1991.0,90,en,0,5.0
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1987.0,94,en,0,3.649
"['Action', 'Horror', 'Science Fiction', 'TV Movie']",2016.0,90,en,0,3.7
"['Family', 'Music']",2020.0,43,en,0,6.1
"['Drama', 'TV Movie']",1989.0,98,en,0,6.0
"['Action', 'Science Fiction', 'Thriller']",2002.0,88,ja,0,7.418
"['Horror', 'Thriller']",2022.0,111,en,0,6.046
"['Drama', 'Thriller']",1983.0,130,en,0,5.3
"['Comedy', 'Drama', 'Romance']",1992.0,95,en,0,5.248
"['Comedy', 'Family', 'Fantasy']",2007.0,96,en,0,5.586
['Drama'],2018.0,12,ko,0,0.0
"['Drama', 'Romance']",2018.0,93,ko,0,9.0
"['Comedy', 'Drama', 'Romance']",1998.0,95,en,0,6.6
"['Action', 'Crime', 'Drama', 'Thriller']",2025.0,97,fr,0,6.228
"['Horror', 'Thriller']",2017.0,81,en,0,5.1
"['Drama', 'Romance']",2025.0,101,es,0,7.377
"['Action', 'Adventure', 'Drama', 'History', 'War']",2024.0,145,en,0,6.2
"['Action', 'Adventure', 'Thriller']",2017.0,112,en,0,6.418
"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",2009.0,102,en,0,6.583
[],1981.0,98,ja,0,0.0
['Drama'],2016.0,86,de,0,4.0
"['Action', 'Adventure', 'Comedy']",2001.0,89,en,0,5.1
"['Action', 'Science Fiction', 'Thriller']",2017.0,93,en,0,5.333
"['Drama', 'Science Fiction', 'Thriller']",1988.0,117,no,0,3.7
"['Action', 'Fantasy', 'Science Fiction']",2023.0,113,en,0,6.3
['Fantasy'],1998.0,84,zh,0,5.643
"['Action', 'Drama', 'Thriller']",2015.0,90,en,0,5.252
"['Drama', 'Fantasy', 'History']",1945.0,154,hi,0,0.0
['Comedy'],2016.0,98,it,0,6.357
"['Action', 'Adventure', 'Fantasy']",2008.0,104,en,0,6.623
"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2013.0,70,ja,0,5.3
"['Crime', 'Drama', 'Thriller']",2018.0,120,ja,0,7.847
"['Horror', 'Mystery', 'Thriller']",1956.0,68,en,0,4.9
['Drama'],1996.0,93,pl,0,8.0
[],2019.0,125,tl,0,1.0
[],2024.0,90,ms,0,0.0
"['Mystery', 'Romance', 'Thriller']",2001.0,95,en,0,4.421
"['Drama', 'TV Movie']",1989.0,55,pl,0,7.8
"['Adventure', 'Family', 'Science Fiction']",2005.0,101,en,0,6.428
"['Action', 'Adventure', 'Drama']",2000.0,130,en,0,6.477
['Drama'],2024.0,94,en,0,5.7
"['Comedy', 'TV Movie']",2007.0,25,en,0,0.0
"['Animation', 'Comedy', 'Family']",2015.0,88,en,0,6.957
"['Action', 'Animation', 'Crime', 'Mystery']",2024.0,110,ja,0,6.833
"['Drama', 'Western']",2022.0,11,en,0,6.0
['Horror'],1995.0,105,en,0,4.4
"['Horror', 'Thriller']",2012.0,89,es,0,5.2
"['Family', 'Fantasy', 'Horror']",2021.0,101,en,0,6.116
"['Comedy', 'Drama']",2017.0,97,fr,0,5.8
"['Crime', 'Thriller']",1999.0,82,zh,0,3.8
"['Comedy', 'Horror']",1987.0,88,en,0,5.4
"['Drama', 'Thriller', 'War']",2015.0,115,pl,0,5.2
"['Action', 'Comedy']",2019.0,98,zh,0,6.6
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1996.0,101,en,0,5.876
"['Drama', 'Romance']",2018.0,130,pl,0,5.0
"['Horror', 'Mystery', 'Thriller']",2023.0,130,tl,0,7.111
['Drama'],2020.0,20,en,0,0.0
"['Drama', 'Horror', 'Romance']",1991.0,103,de,0,5.1
"['Action', 'Comedy']",1996.0,100,en,0,5.465
"['Drama', 'History']",1997.0,134,en,0,6.793
['Documentary'],2021.0,109,en,0,7.212
"['Adventure', 'Thriller']",2022.0,86,en,0,6.554
"['Drama', 'Romance']",2023.0,123,ro,0,6.429
"['Drama', 'Thriller']",2014.0,98,en,0,5.89
"['Documentary', 'Music']",2006.0,117,en,0,6.4
"['Animation', 'Comedy']",1946.0,7,en,0,6.761
"['Drama', 'Romance']",2019.0,136,en,0,7.364
"['Horror', 'Thriller']",2014.0,82,en,0,6.39
"['Crime', 'Drama', 'Thriller']",1970.0,93,fr,0,7.111
"['Drama', 'Music']",2007.0,124,en,0,5.9
['Drama'],2012.0,93,en,0,0.0
"['Action', 'Adventure', 'War']",1967.0,149,en,0,7.579
"['Action', 'Adventure', 'Comedy', 'Family']",2008.0,135,en,0,6.328
['Drama'],2012.0,10,el,0,5.5
['Drama'],2024.0,119,hu,0,7.455
['Drama'],1944.0,109,sv,0,5.0
"['Comedy', 'Drama', 'Romance']",2010.0,91,en,0,5.918
"['Drama', 'History']",2022.0,97,en,0,5.974
"['Drama', 'Romance']",1957.0,109,es,0,7.442
"['Drama', 'Romance']",2016.0,98,ja,0,6.8
"['Horror', 'Science Fiction']",1983.0,99,en,0,5.6
"['Action', 'Adventure', 'Comedy']",1993.0,91,en,0,5.9
"['Comedy', 'Drama']",2020.0,117,da,0,7.6
"['Horror', 'Thriller']",2004.0,91,en,0,5.67
"['Crime', 'Drama', 'Horror', 'Thriller']",2005.0,122,en,0,6.602
[],2013.0,92,ms,0,0.0
"['Drama', 'Fantasy', 'Horror']",2020.0,90,en,0,6.151
"['Action', 'Adventure', 'Science Fiction']",2017.0,95,ja,0,5.7
['Drama'],2025.0,82,en,0,8.0
"['Horror', 'Thriller']",2006.0,84,en,0,5.463
"['Drama', 'Horror', 'Mystery', 'Thriller']",2025.0,91,id,0,3.0
"['Comedy', 'Drama', 'Romance']",2006.0,99,en,0,6.422
['Science Fiction'],2021.0,105,en,0,1.0
"['Drama', 'Romance']",2016.0,131,hi,0,5.5
"['Drama', 'Romance']",2014.0,117,en,0,7.463
"['Drama', 'Music']",2004.0,152,en,0,7.447
['Documentary'],1996.0,28,fr,0,0.0
"['Action', 'Animation', 'Science Fiction']",1996.0,45,ja,0,4.8
['Horror'],2014.0,91,en,0,5.409
"['Adventure', 'Animation', 'Family', 'Fantasy']",2002.0,72,en,0,6.475
"['Action', 'Science Fiction', 'Thriller']",2009.0,95,en,0,5.692
"['Drama', 'TV Movie']",1958.0,89,sv,0,6.0
['Drama'],2024.0,46,tl,0,3.5
['Documentary'],2018.0,111,en,0,7.5
"['Crime', 'Drama', 'Mystery', 'Thriller']",2001.0,124,en,0,6.568
"['Crime', 'Drama']",1995.0,102,en,0,7.401
"['Action', 'Comedy', 'Crime']",2024.0,108,ko,0,7.714
"['Horror', 'Mystery', 'Thriller']",2025.0,80,en,0,6.298
['Comedy'],1974.0,4,en,0,1.5
"['Crime', 'Thriller', 'Western']",2024.0,105,en,0,6.457
"['Comedy', 'Music', 'TV Movie']",1985.0,115,en,0,8.5
"['Comedy', 'Crime', 'Drama']",2008.0,107,fr,0,2.9
"['Crime', 'Drama', 'Thriller']",1983.0,123,en,0,6.971
['Comedy'],1990.0,90,en,0,5.317
['Drama'],1970.0,107,en,0,5.9
"['Animation', 'Comedy']",2025.0,87,en,0,6.243
"['Comedy', 'Romance']",2025.0,88,ru,0,4.75
"['Comedy', 'Drama']",1999.0,50,da,0,6.0
['Comedy'],1989.0,91,it,0,3.714
"['Adventure', 'Animation', 'Crime', 'Mystery', 'Science Fiction']",2002.0,107,ja,0,7.76
['Drama'],1983.0,102,de,0,0.0
['Action'],2016.0,92,en,0,6.316
['Comedy'],1987.0,121,it,0,5.453
"['Drama', 'Romance']",1968.0,105,en,0,5.9
"['Drama', 'Horror']",1976.0,80,ja,0,5.774
"['Action', 'Adventure', 'Fantasy']",2009.0,104,en,0,6.037
"['Action', 'Crime', 'Thriller']",2022.0,93,en,0,5.5
"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",2022.0,90,en,0,5.817
"['Drama', 'Romance']",1971.0,136,ta,0,0.0
"['Comedy', 'Crime', 'Drama']",2024.0,45,en,0,10.0
"['Comedy', 'Mystery', 'Romance']",2025.0,113,ko,0,7.1
['Comedy'],2009.0,86,da,0,4.5
"['Animation', 'Drama']",2020.0,3,es,0,6.3
"['Adventure', 'Animation', 'Comedy', 'Family']",2012.0,83,en,0,6.193
"['Comedy', 'Romance']",2009.0,92,en,0,7.077
"['Comedy', 'Romance']",2006.0,106,en,0,5.901
"['Drama', 'History']",2019.0,102,en,0,6.3
"['Drama', 'Romance']",2001.0,91,en,0,3.8
"['Comedy', 'Crime', 'Fantasy']",2025.0,125,nl,0,6.5
['Comedy'],1935.0,70,en,0,5.0
"['Drama', 'History']",1982.0,191,en,0,7.559
['Drama'],2017.0,88,en,0,5.5
"['Documentary', 'Music']",1988.0,61,en,0,6.833
['Drama'],1976.0,126,en,0,6.1
['Drama'],2000.0,91,de,0,0.0
"['Drama', 'Mystery', 'Thriller']",1976.0,138,en,0,7.7
"['Drama', 'Thriller']",2024.0,90,en,0,6.0
"['Action', 'Crime']",1985.0,115,tl,0,0.0
['Action'],2017.0,138,tl,0,6.4
['Comedy'],2009.0,98,pl,0,2.5
"['Action', 'Adventure', 'Animation', 'Science Fiction']",1995.0,115,ja,0,7.064
"['War', 'Western']",1953.0,73,en,0,6.5
['Drama'],1990.0,86,sv,0,0.0
"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",1996.0,117,en,0,5.8
"['Drama', 'Romance']",2001.0,99,en,0,6.632
"['Action', 'Drama']",1996.0,140,ta,0,0.0
"['Crime', 'Drama', 'Thriller']",1968.0,101,en,0,6.157
"['Adventure', 'Drama', 'Family']",1993.0,112,en,0,6.181
['Comedy'],2003.0,45,en,0,7.0
['Drama'],2019.0,118,de,0,7.631
"['Comedy', 'Drama', 'Romance']",1997.0,105,en,0,5.853
['Comedy'],1969.0,95,es,0,0.0
"['Drama', 'Fantasy', 'Science Fiction']",2025.0,160,zh,0,6.8
['Documentary'],2017.0,83,en,0,7.6
"['Drama', 'Western']",1914.0,20,en,0,0.0
['Drama'],2003.0,90,en,0,5.9
"['Comedy', 'Drama', 'Romance']",1987.0,100,en,0,6.9
['Drama'],2014.0,99,en,0,5.614
"['Action', 'Adventure', 'Romance']",1968.0,121,en,0,6.4
['Drama'],2025.0,94,en,0,0.0
"['Adventure', 'Animation', 'Fantasy']",2006.0,115,ja,0,6.531
['Comedy'],2017.0,107,it,0,6.1
"['Science Fiction', 'Thriller']",2008.0,90,en,0,5.395
"['Drama', 'Horror', 'Thriller']",2011.0,86,en,0,6.185
"['Mystery', 'Romance', 'Thriller']",2001.0,89,en,0,4.3
"['Adventure', 'Comedy', 'Horror']",2015.0,103,en,0,6.312
"['Drama', 'History']",2022.0,129,en,0,7.192
"['Action', 'Drama', 'Thriller']",2023.0,93,en,0,4.7
['Thriller'],1988.0,105,it,0,7.5
['Comedy'],2014.0,107,en,0,6.038
"['Action', 'Drama', 'Thriller']",2011.0,93,en,0,5.06
"['Drama', 'Romance']",1983.0,95,en,0,6.5
[],2005.0,80,ja,0,2.0
"['Documentary', 'War']",1968.0,10,sv,0,0.0
['Drama'],2009.0,98,cs,0,5.5
"['Action', 'Drama', 'Thriller']",2024.0,126,en,0,7.28
"['Comedy', 'Drama']",2018.0,94,en,0,8.0
['Documentary'],2008.0,103,en,0,5.4
"['Drama', 'Horror']",2009.0,83,en,0,3.0
['Drama'],2003.0,85,no,0,7.0
['Music'],1961.0,91,fi,0,2.0
"['Drama', 'History', 'Mystery', 'Romance', 'Thriller']",2001.0,116,en,0,6.1
"['Comedy', 'Drama']",2022.0,96,en,0,7.389
"['Action', 'Comedy']",2002.0,86,en,0,5.876
"['Documentary', 'Music']",2025.0,95,en,0,7.935
"['Comedy', 'Family']",1953.0,74,en,0,5.3
"['Action', 'Adventure', 'History']",1999.0,103,en,0,6.7
"['Drama', 'Romance']",2025.0,96,en,0,6.546
"['Horror', 'Mystery', 'Romance']",2015.0,119,en,0,6.664
"['Comedy', 'Drama', 'Romance']",2008.0,92,en,0,4.9
['Horror'],2017.0,105,es,0,6.23
"['Drama', 'Thriller']",2015.0,88,en,0,6.2
['Drama'],2007.0,97,sl,0,6.0
"['Action', 'Drama', 'Thriller']",2007.0,84,en,0,5.0
"['Drama', 'History']",2016.0,98,pl,0,6.6
"['Action', 'Crime', 'Drama', 'Thriller']",2008.0,109,en,0,6.64
['Comedy'],1998.0,88,da,0,0.0
['Horror'],2022.0,111,zh,0,6.833
"['Comedy', 'Drama']",2014.0,82,en,0,5.077
"['Crime', 'Drama', 'Mystery', 'TV Movie']",1983.0,100,en,0,6.5
"['Drama', 'Thriller', 'War']",1967.0,106,en,0,6.0
"['Action', 'Animation', 'Crime', 'Mystery']",2023.0,110,ja,0,7.0
"['Adventure', 'Drama', 'Romance']",1988.0,168,fr,0,7.4
"['Horror', 'Thriller']",2015.0,92,en,0,5.3
"['Action', 'Adventure', 'Drama', 'History', 'War']",2004.0,126,en,0,6.299
"['Action', 'Adventure', 'Drama', 'Family', 'Romance']",1986.0,113,en,0,6.335
['Drama'],2023.0,95,en,0,3.5
"['Horror', 'Mystery', 'Thriller']",1942.0,64,en,0,4.5
"['Action', 'Fantasy', 'Horror']",2012.0,105,en,0,5.763
"['Comedy', 'Drama', 'Romance']",1975.0,129,hi,0,7.1
"['Action', 'Adventure', 'Animation', 'Fantasy']",2012.0,108,ja,0,7.493
"['Adventure', 'Animation', 'Science Fiction']",1990.0,55,en,0,4.2
"['Comedy', 'Crime']",2013.0,111,en,0,5.852
"['Horror', 'Thriller']",1996.0,92,en,0,5.529
"['Comedy', 'Mystery', 'Science Fiction']",2010.0,86,en,0,5.6
"['Comedy', 'Romance']",1958.0,115,en,0,6.2
"['Crime', 'Drama', 'Thriller']",1998.0,121,en,0,7.206
"['Action', 'Adventure', 'Animation', 'Comedy', 'TV Movie']",2019.0,104,ja,0,7.253
['Drama'],2025.0,95,es,0,8.0
"['Crime', 'Drama']",2023.0,104,pt,0,5.756
"['Crime', 'Drama', 'Romance']",2024.0,160,fr,0,7.194
"['Horror', 'TV Movie']",2005.0,58,en,0,5.9
"['Comedy', 'Romance']",1995.0,90,en,0,4.038
"['Adventure', 'Animation', 'Family', 'Fantasy']",2006.0,76,en,0,6.874
"['Drama', 'Family', 'Romance']",1973.0,79,pl,0,8.0
['Drama'],2013.0,95,fr,0,6.499
"['Action', 'Crime', 'Drama', 'Thriller']",1999.0,100,en,0,6.82
"['Action', 'Western']",1982.0,90,en,0,5.854
"['Horror', 'Thriller']",2009.0,87,en,0,6.162
['Comedy'],2016.0,100,en,0,6.5
"['Horror', 'Thriller']",2023.0,81,en,0,4.2
"['Drama', 'Romance']",2024.0,108,en,0,6.396
['Drama'],2012.0,104,en,0,9.4
"['Comedy', 'Horror', 'Thriller']",1993.0,96,zh,0,5.333
"['Drama', 'Family', 'Fantasy']",1994.0,114,en,0,6.753
"['Animation', 'Music']",2025.0,3,zh,0,0.0
"['Adventure', 'Animation', 'Comedy', 'Family']",2018.0,8,en,0,8.015
"['Comedy', 'Music', 'Romance']",1929.0,111,en,0,6.3
"['Comedy', 'Crime', 'Mystery', 'Thriller']",2012.0,91,en,0,5.9
"['Drama', 'Family', 'Fantasy']",1989.0,99,en,0,6.0
"['Action', 'Comedy', 'Crime', 'Drama', 'Romance']",2001.0,91,en,0,6.286
"['Horror', 'Mystery']",2018.0,129,en,0,6.134
"['Action', 'War']",1968.0,98,it,0,5.0
"['Drama', 'TV Movie']",1994.0,100,en,0,4.143
['Drama'],1953.0,103,sv,0,0.0
"['Drama', 'Science Fiction']",2015.0,28,da,0,8.0
"['Action', 'Comedy', 'Thriller']",2023.0,67,en,0,0.0
"['Action', 'Adventure', 'Science Fiction']",1980.0,127,en,0,6.749
['Comedy'],1996.0,138,ml,0,0.0
['Crime'],1989.0,92,en,0,2.667
['Action'],2011.0,90,es,0,8.4
['Drama'],1996.0,90,en,0,7.5
"['Adventure', 'Family']",2013.0,105,de,0,7.3
['Drama'],1977.0,126,ta,0,4.0
['Horror'],1980.0,90,en,0,6.726
['Drama'],2015.0,70,en,0,4.615
['Drama'],1968.0,161,es,0,6.4
"['Drama', 'Family']",2017.0,82,id,0,7.0
['Drama'],2017.0,112,en,0,7.4
"['Action', 'Drama']",2006.0,103,zh,0,7.509
['Drama'],1999.0,81,en,0,5.9
['Drama'],1958.0,102,sv,0,7.376
['Drama'],2016.0,93,ro,0,6.8
['Horror'],2023.0,99,id,0,1.5
"['Horror', 'Mystery', 'Thriller']",2021.0,88,en,0,6.278
"['Action', 'Thriller']",2022.0,95,en,0,6.413
"['Documentary', 'Drama', 'Family']",2020.0,137,en,0,0.0
"['Drama', 'TV Movie']",2009.0,19,pl,0,5.5
"['Action', 'Comedy', 'Thriller']",2018.0,101,en,0,6.5
"['Action', 'Animation', 'Science Fiction']",1994.0,50,ja,0,5.8
['Drama'],2025.0,89,en,0,6.5
['Drama'],2024.0,21,sr,0,0.0
"['Action', 'Fantasy', 'Horror']",2014.0,92,en,0,6.5
"['Romance', 'Thriller']",1994.0,97,en,0,4.971
['Drama'],1994.0,105,es,0,6.741
"['Horror', 'Thriller']",2024.0,85,en,0,5.828
['Comedy'],2016.0,94,en,0,0.0
['Drama'],2019.0,109,en,0,6.779
"['Action', 'Fantasy', 'Horror']",2008.0,120,de,0,5.869
"['Action', 'Adventure', 'Drama', 'Thriller']",2006.0,98,en,0,5.9
"['Crime', 'Horror']",2010.0,90,en,0,5.982
"['Action', 'Thriller']",1983.0,138,hi,0,2.5
"['Action', 'Adventure', 'Thriller']",2020.0,92,en,0,5.539
['Drama'],2014.0,98,hr,0,5.2
"['Drama', 'Science Fiction', 'War']",2023.0,79,en,0,6.403
['Mystery'],1978.0,140,en,0,7.144
"['Action', 'Drama', 'Thriller']",1987.0,95,en,0,5.563
"['Comedy', 'Drama']",1999.0,102,en,0,7.4
"['Crime', 'Drama', 'Mystery']",1954.0,93,en,0,6.1
['Drama'],1979.0,103,en,0,4.868
"['Drama', 'Horror', 'Mystery', 'Thriller']",2000.0,130,en,0,6.431
['Action'],1980.0,100,en,0,6.302
['Drama'],2023.0,98,de,0,7.222
"['Drama', 'Western']",1935.0,90,en,0,6.3
[],2016.0,12,en,0,0.0
['Adventure'],2006.0,96,fr,0,5.2
"['Action', 'Comedy', 'Crime']",2013.0,117,en,0,6.59
['Drama'],1976.0,84,pl,0,6.0
"['Action', 'Adventure', 'Family', 'Science Fiction']",2003.0,103,pt,0,4.1
['Documentary'],2025.0,88,th,0,0.0
[],2023.0,19,hi,0,0.0
[],2021.0,75,en,0,6.0
['Comedy'],1959.0,75,es,0,0.0
"['Drama', 'Romance']",2001.0,91,en,0,6.4
['Family'],2021.0,80,nl,0,5.8
['Comedy'],2004.0,95,en,0,6.8
"['Action', 'Animation', 'Science Fiction']",2011.0,20,ja,0,7.038
"['Horror', 'Science Fiction', 'Thriller']",2004.0,95,en,0,4.857
"['Action', 'Comedy', 'Family']",2005.0,95,en,0,6.067
"['Crime', 'Drama', 'Thriller']",1936.0,66,en,0,5.0
"['Action', 'Comedy']",1984.0,96,zh,0,5.7
"['Crime', 'Romance', 'Thriller']",1953.0,85,en,0,6.0
"['Comedy', 'Drama']",1989.0,206,en,0,7.0
"['Comedy', 'Drama']",2004.0,82,ro,0,5.2
['Drama'],2006.0,8,nl,0,5.3
"['Animation', 'Drama']",2017.0,96,fa,0,7.065
"['Action', 'Adventure', 'Science Fiction']",1973.0,24,ja,0,7.0
['Drama'],2008.0,130,nl,0,6.7
"['Drama', 'History']",1987.0,132,en,0,7.39
"['Comedy', 'Drama', 'Romance']",1994.0,117,en,0,6.771
"['Action', 'Animation', 'Drama']",2024.0,91,ja,0,7.42
"['Mystery', 'Science Fiction', 'Thriller']",1999.0,100,en,0,7.046
"['Comedy', 'Drama', 'Romance']",2007.0,107,en,0,6.319
['Drama'],1980.0,105,hu,0,6.6
"['Drama', 'Family']",2010.0,15,fi,0,0.0
"['Comedy', 'Drama', 'Horror', 'Thriller']",2022.0,102,en,0,6.159
['Drama'],2018.0,121,en,0,7.549
[],1972.0,11,en,0,0.0
"['Drama', 'Romance']",2006.0,116,en,0,7.1
['Drama'],2022.0,30,pt,0,0.0
"['Comedy', 'Drama', 'Romance']",2020.0,118,en,0,6.877
['Drama'],2010.0,148,es,0,7.254
['Drama'],2009.0,110,tl,0,7.286
"['Adventure', 'Animation', 'Comedy', 'Family']",2016.0,87,en,0,6.67
"['Action', 'Science Fiction']",1999.0,94,en,0,4.133
"['Action', 'Drama', 'Horror', 'Thriller']",2014.0,91,en,0,6.64
['Comedy'],1992.0,107,en,0,5.5
"['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",2014.0,105,ja,0,7.1
"['Adventure', 'Animation', 'Fantasy']",1986.0,76,da,0,6.8
"['Drama', 'War']",2018.0,119,en,0,6.831
"['Adventure', 'Mystery', 'Thriller']",1981.0,118,en,0,5.5
"['Action', 'Thriller']",2024.0,95,en,0,6.223
"['Drama', 'Family', 'Fantasy']",1994.0,98,en,0,5.1
['Comedy'],1990.0,105,en,0,3.833
"['Action', 'Crime', 'Drama']",2014.0,77,en,0,6.2
"['Comedy', 'Drama', 'Family']",1993.0,101,en,0,7.544
"['Action', 'Mystery', 'Thriller']",1977.0,75,de,0,4.667
"['Drama', 'Music']",2019.0,108,en,0,4.2
"['Drama', 'Romance']",2010.0,93,en,0,6.1
"['Drama', 'TV Movie']",1975.0,70,sh,0,0.0
"['Documentary', 'Drama']",2022.0,114,en,0,0.0
"['Documentary', 'TV Movie']",2020.0,58,es,0,5.5
"['Drama', 'Fantasy', 'Romance']",2023.0,105,en,0,7.395
"['Comedy', 'Drama']",1993.0,117,es,0,6.399
"['Adventure', 'Animation', 'Comedy', 'Family']",2023.0,101,en,0,6.934
"['Action', 'Adventure', 'Drama', 'History', 'Romance']",2014.0,105,en,0,5.549
"['Action', 'Adventure', 'Crime', 'Thriller']",2018.0,103,en,0,5.683
"['Comedy', 'Drama']",1993.0,102,no,0,4.5
"['Drama', 'Fantasy']",2015.0,106,sv,0,5.561
"['Comedy', 'Family', 'Fantasy', 'Horror']",1982.0,90,en,0,4.313
['Action'],1971.0,99,zh,0,7.067
['Romance'],1972.0,67,tr,0,0.0
"['Drama', 'Horror', 'Mystery']",2018.0,152,en,0,6.9
"['Drama', 'Thriller']",2025.0,100,en,0,5.747
['Comedy'],2023.0,98,en,0,0.0
"['Drama', 'Horror', 'Science Fiction']",1991.0,85,en,0,5.9
"['Comedy', 'Drama', 'History']",2021.0,112,fr,0,6.918
['Drama'],1999.0,121,en,0,6.607
"['Action', 'Crime']",1991.0,94,en,0,5.0
['Horror'],2024.0,88,en,0,5.193
['Horror'],2009.0,86,tl,0,3.5
"['Action', 'Comedy', 'Crime']",2002.0,60,en,0,3.455
"['Drama', 'Romance']",2025.0,71,tl,0,7.5
"['Drama', 'Fantasy']",2020.0,111,en,0,5.7
"['Crime', 'Drama']",2018.0,114,sk,0,2.8
"['Comedy', 'Romance']",1928.0,50,en,0,0.0
"['Comedy', 'Drama', 'Romance']",2018.0,120,bn,0,7.0
"['Crime', 'Thriller']",2024.0,102,es,0,6.415
"['Action', 'Horror', 'Mystery']",2008.0,96,en,0,5.3
['Animation'],1966.0,10,de,0,0.0
['Drama'],2021.0,23,en,0,0.0
"['Horror', 'Science Fiction', 'Thriller']",2020.0,103,en,0,6.385
"['Animation', 'Comedy', 'Family', 'Fantasy']",2017.0,6,en,0,7.5
"['Horror', 'Thriller']",2022.0,114,en,0,6.963
"['Horror', 'Mystery']",2020.0,137,en,0,6.174
"['Drama', 'Music']",2026.0,79,en,0,4.0
"['Drama', 'Romance']",2010.0,107,en,0,6.818
['Drama'],2023.0,112,de,0,5.5
"['Fantasy', 'Horror', 'Thriller']",2016.0,107,en,0,5.0
"['Action', 'Drama', 'Thriller']",2002.0,86,en,0,6.297
['Romance'],2017.0,81,ko,0,5.813
"['Action', 'Horror', 'Western']",2012.0,90,en,0,4.689
"['Comedy', 'Drama', 'Romance']",1992.0,120,en,0,2.0
"['Comedy', 'Drama', 'Family', 'Fantasy']",2000.0,89,en,0,5.9
['Horror'],2010.0,86,en,0,4.205
"['Drama', 'Thriller']",2019.0,95,en,0,6.57
['Drama'],2011.0,96,fr,0,5.335
"['Drama', 'Western']",2021.0,127,en,0,6.745
"['Animation', 'Family']",2004.0,88,it,0,3.0
[],2008.0,15,it,0,0.0
"['Drama', 'Romance']",2024.0,111,no,0,6.9
"['Crime', 'Horror', 'Thriller']",2014.0,118,en,0,6.247
"['Crime', 'Drama', 'Thriller']",2019.0,104,fr,0,7.569
"['Comedy', 'Drama', 'Family', 'Romance']",2003.0,105,en,0,6.303
"['Action', 'Crime', 'Drama']",1980.0,104,en,0,6.0
"['Action', 'Crime', 'Thriller']",2015.0,96,en,0,5.901
"['Comedy', 'Drama']",1972.0,120,it,0,7.225
"['Crime', 'Drama', 'Thriller']",2025.0,90,en,0,5.846
"['Crime', 'Drama']",2001.0,146,ja,0,7.4
['Drama'],1962.0,89,en,0,6.5
['Adventure'],1975.0,72,tr,0,0.0
['Drama'],2024.0,110,ca,0,7.407
