Genres,Release_year,Runtime,Language,Adult,Vote_average
"['Comedy', 'Drama']",2024.0,164,en,0,6.502
"['Action', 'Fantasy', 'Science Fiction']",2015.0,127,en,0,5.456
"['Adventure', 'Animation', 'Family', 'Science Fiction']",2009.0,94,en,0,6.239
"['Crime', 'Drama', 'Thriller']",2008.0,98,en,0,5.3
"['Comedy', 'Drama', 'Romance']",2025.0,113,en,0,7.013
"['Action', 'Drama', 'Thriller']",2018.0,94,en,0,6.2
"['Comedy', 'Crime', 'Mystery']",2018.0,100,en,0,6.847
"['Drama', 'Fantasy', 'Thriller']",2019.0,109,en,0,7.484
"['Action', 'Adventure', 'Thriller']",2015.0,115,zh,0,6.072
"['Action', 'Crime', 'Thriller']",1991.0,122,en,0,7.155
"['Horror', 'Mystery']",2018.0,95,ko,0,7.278
"['Crime', 'Mystery', 'Thriller']",1999.0,123,en,0,6.469
"['Adventure', 'Animation', 'Comedy', 'Family']",2004.0,77,en,0,6.58
"['Comedy', 'Family']",2010.0,88,en,0,5.2
['Drama'],2021.0,108,sv,0,6.281
"['Comedy', 'Romance']",2010.0,125,en,0,5.919
"['Drama', 'Romance']",2011.0,124,en,0,5.8
"['Crime', 'Drama', 'Thriller']",1999.0,140,en,0,7.201
"['Horror', 'Science Fiction', 'Thriller']",2002.0,106,en,0,6.702
['Drama'],2024.0,49,tl,0,5.7
"['Action', 'Thriller']",2025.0,84,fr,0,5.382
"['Action', 'Thriller']",2024.0,105,en,0,5.56
"['Horror', 'Mystery']",2023.0,118,en,0,7.182
"['Action', 'Crime']",2022.0,96,en,0,5.998
"['Drama', 'Romance']",2017.0,92,en,0,6.793
"['Action', 'Thriller']",2017.0,98,en,0,6.258
['Drama'],2022.0,117,en,0,7.779
"['Drama', 'Science Fiction', 'Thriller']",2019.0,95,es,0,6.969
"['Animation', 'Family']",1941.0,64,en,0,6.986
"['Action', 'Horror', 'Thriller']",2025.0,104,th,0,6.441
"['Comedy', 'Crime', 'Mystery']",2001.0,100,en,0,6.558
['Drama'],2024.0,45,tl,0,4.571
['Comedy'],1981.0,90,en,0,4.6
"['Action', 'Adventure', 'Fantasy']",2022.0,104,no,0,6.57
"['Drama', 'Thriller']",2024.0,114,en,0,6.878
"['Action', 'Horror', 'Science Fiction']",2016.0,109,ja,0,6.066
"['Comedy', 'Drama', 'Romance']",1998.0,95,zh,0,6.2
"['Comedy', 'Drama']",2024.0,90,en,0,6.766
"['Action', 'Thriller']",2013.0,115,en,0,6.722
"['Drama', 'Fantasy']",2011.0,140,de,0,6.567
"['Comedy', 'Drama', 'Romance']",2019.0,101,en,0,6.281
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2014.0,95,en,0,7.5
"['Action', 'Drama']",1968.0,103,fr,0,6.21
"['Action', 'Adventure', 'Fantasy', 'Mystery']",2010.0,107,fr,0,6.25
"['Drama', 'Romance']",2019.0,116,en,0,8.221
"['Drama', 'Romance']",1974.0,95,fr,0,6.0
"['Comedy', 'Drama', 'Romance']",1996.0,139,en,0,6.974
"['Drama', 'Horror']",2018.0,97,fr,0,7.05
"['Action', 'Adventure', 'Thriller']",1989.0,133,en,0,6.43
"['Comedy', 'Drama']",2000.0,98,en,0,4.8
"['Crime', 'Drama', 'History']",2025.0,122,en,0,6.216
"['Adventure', 'Animation', 'Family', 'Fantasy']",2008.0,78,en,0,6.916
"['Animation', 'Drama', 'History']",2014.0,120,ja,0,7.702
"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",2008.0,87,en,0,5.9
"['Horror', 'Science Fiction', 'Thriller']",2024.0,101,es,0,5.568
['Documentary'],2026.0,104,en,0,2.9
"['Action', 'Crime']",2003.0,105,th,0,7.131
['Comedy'],2015.0,96,en,0,6.294
['Drama'],2024.0,4,en,0,0.0
"['Crime', 'Drama', 'Thriller']",1996.0,149,en,0,7.386
"['Animation', 'Drama', 'Romance']",2007.0,63,ja,0,7.295
"['Adventure', 'Family', 'Fantasy']",2025.0,95,en,0,6.068
"['Action', 'Thriller']",1971.0,120,en,0,6.405
"['Comedy', 'Drama', 'Fantasy', 'Romance']",2009.0,102,en,0,6.313
"['Horror', 'Thriller']",2022.0,102,en,0,7.237
"['Drama', 'Romance']",2022.0,115,tl,0,5.0
"['Comedy', 'Drama']",2025.0,111,en,0,6.6
"['Action', 'Science Fiction', 'Thriller']",2016.0,109,en,0,6.528
"['Adventure', 'Animation', 'Comedy', 'Fantasy']",2025.0,118,zh,0,7.805
"['Adventure', 'History', 'War']",1966.0,134,en,0,6.3
['Documentary'],2025.0,117,en,0,6.95
"['Action', 'Adventure', 'Fantasy']",2016.0,109,en,0,5.914
"['Adventure', 'Documentary', 'Family']",2024.0,78,fr,0,6.312
"['Drama', 'Thriller']",2000.0,154,es,0,7.633
"['Action', 'Crime', 'Mystery', 'Thriller']",2024.0,112,en,0,5.879
"['Adventure', 'Animation', 'Comedy']",2018.0,101,en,0,7.844
['Drama'],1981.0,98,ja,0,3.0
"['Action', 'Crime']",2023.0,90,en,0,4.95
"['Action', 'Drama', 'Thriller']",1988.0,92,en,0,7.0
['Drama'],1988.0,134,en,0,7.749
"['Animation', 'Drama']",2025.0,5,en,0,0.0
"['Adventure', 'Animation', 'Comedy', 'Family']",2006.0,83,en,0,6.6
"['Action', 'Drama', 'War']",2022.0,120,uk,0,7.636
"['Drama', 'Mystery', 'Thriller']",2019.0,98,en,0,6.6
['Drama'],2011.0,101,en,0,5.967
['Drama'],1985.0,91,en,0,7.08
"['Drama', 'Romance']",2019.0,121,fr,0,8.109
['Documentary'],2026.0,50,en,0,8.75
"['Action', 'Crime', 'Thriller']",2011.0,93,en,0,6.5
"['Crime', 'Drama', 'Thriller']",2013.0,134,ko,0,7.429
"['Drama', 'History', 'War']",1989.0,122,en,0,7.48
"['Drama', 'Science Fiction', 'Thriller']",2012.0,84,en,0,6.841
"['Adventure', 'Comedy', 'Science Fiction']",2026.0,102,en,0,7.7
"['Comedy', 'Drama', 'Romance']",1998.0,125,en,0,7.1
"['Action', 'Drama', 'Science Fiction']",2018.0,119,en,0,4.767
"['Action', 'Thriller', 'War']",2024.0,113,en,0,7.3
"['Action', 'Science Fiction', 'Thriller']",2008.0,105,en,0,6.291
"['Comedy', 'Fantasy', 'Romance']",1992.0,92,zh,0,5.2
['Comedy'],2008.0,98,en,0,6.559
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1981.0,96,en,0,7.386
"['Action', 'Adventure', 'Thriller']",2011.0,111,en,0,6.6
"['Drama', 'Thriller']",2025.0,96,en,0,5.564
"['Crime', 'Drama', 'Thriller']",2022.0,99,en,0,5.812
"['Adventure', 'Western']",2004.0,136,en,0,6.906
"['Action', 'Crime', 'Drama', 'Thriller']",2018.0,107,en,0,6.224
"['Drama', 'Thriller']",2012.0,120,tl,0,5.9
"['Horror', 'Thriller']",2025.0,118,id,0,5.932
['Drama'],2024.0,51,tl,0,3.5
"['Adventure', 'Animation', 'Comedy', 'Family']",2016.0,97,en,0,7.037
"['Adventure', 'Animation', 'Comedy', 'Family', 'Science Fiction']",2024.0,91,en,0,7.575
"['Horror', 'Thriller']",2008.0,91,en,0,6.832
"['Mystery', 'Science Fiction']",1998.0,101,en,0,7.334
"['Drama', 'Romance', 'War']",1995.0,125,sv,0,6.38
"['Action', 'Thriller']",2022.0,129,en,0,6.911
"['Action', 'Adventure', 'Fantasy']",2002.0,92,en,0,5.593
"['Adventure', 'Animation', 'Drama', 'Family']",1981.0,82,en,0,7.135
"['Comedy', 'Drama', 'Romance']",1954.0,113,en,0,7.5
"['Action', 'Horror', 'Science Fiction']",2016.0,91,en,0,5.129
"['Crime', 'Mystery', 'Science Fiction', 'Thriller']",1973.0,97,en,0,6.926
"['Animation', 'Comedy', 'Drama']",2024.0,94,en,0,8.054
['Drama'],2022.0,151,en,0,7.577
"['Action', 'Adventure', 'Thriller']",1983.0,134,en,0,6.058
"['Comedy', 'Crime', 'Thriller']",1999.0,87,en,0,6.4
"['Drama', 'Mystery', 'Romance']",1999.0,112,en,0,6.232
"['Horror', 'Mystery', 'Thriller']",2018.0,91,en,0,7.394
"['Crime', 'Drama', 'Thriller']",1997.0,122,en,0,6.3
"['Comedy', 'Drama', 'Romance']",2013.0,90,en,0,6.013
"['Action', 'Adventure', 'Thriller']",1983.0,131,en,0,6.355
"['Action', 'Adventure', 'Animation', 'Fantasy']",2020.0,95,ja,0,8.141
"['Action', 'Science Fiction', 'Thriller']",2012.0,118,en,0,6.025
['Drama'],2025.0,92,de,0,7.793
['Drama'],2006.0,143,en,0,7.167
"['Comedy', 'Drama']",2010.0,110,de,0,6.3
"['Animation', 'Comedy', 'Family', 'Fantasy']",2019.0,87,en,0,6.606
['Drama'],2024.0,71,tl,0,5.1
"['Action', 'Crime', 'Thriller']",2005.0,88,en,0,6.326
"['Horror', 'Thriller']",2024.0,91,en,0,5.62
"['Action', 'Comedy', 'Crime', 'Thriller']",2017.0,118,en,0,6.893
"['Comedy', 'Crime', 'Drama']",2005.0,113,en,0,6.667
"['Crime', 'Horror', 'Thriller']",2025.0,87,en,0,6.271
"['Animation', 'Comedy', 'Crime', 'Fantasy']",1988.0,104,en,0,7.531
"['Action', 'Comedy', 'Fantasy']",2022.0,111,en,0,7.23
"['Action', 'Crime', 'Drama', 'Thriller']",2014.0,131,en,0,6.428
"['Comedy', 'Drama']",2017.0,101,en,0,7.999
"['Action', 'Adventure', 'Thriller']",2025.0,90,es,0,6.063
"['Action', 'Comedy', 'Crime']",2010.0,117,en,0,6.41
['Drama'],2011.0,102,en,0,6.928
"['Comedy', 'Drama']",1989.0,100,en,0,6.0
"['Comedy', 'Romance']",2009.0,96,en,0,6.506
"['Comedy', 'Drama']",2023.0,105,en,0,6.443
"['Action', 'Comedy', 'Drama']",2001.0,94,fr,0,6.656
"['Comedy', 'Drama']",2013.0,100,ja,0,5.712
"['Action', 'Drama', 'Thriller']",2000.0,108,ko,0,7.8
['Drama'],2022.0,105,de,0,4.93
"['Drama', 'TV Movie']",1999.0,93,en,0,5.319
"['Drama', 'Horror', 'Thriller']",1985.0,67,ja,0,5.2
"['Crime', 'Mystery', 'Thriller']",1999.0,105,en,0,6.615
"['Drama', 'Horror', 'Science Fiction']",2006.0,120,ko,0,6.975
['Drama'],2009.0,129,en,0,7.668
"['Adventure', 'Comedy', 'Family', 'Fantasy']",2002.0,102,de,0,6.0
"['Drama', 'History']",2018.0,141,en,0,7.043
"['Drama', 'History']",2025.0,160,en,0,7.586
"['Drama', 'Horror', 'Thriller']",2022.0,75,en,0,6.071
"['Comedy', 'Romance']",2015.0,90,ko,0,6.55
"['Adventure', 'Animation', 'Comedy', 'Family']",2017.0,108,en,0,7.217
"['Drama', 'TV Movie']",1989.0,99,en,0,6.4
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",2023.0,91,en,0,7.247
['Drama'],2025.0,107,tl,0,6.5
"['Comedy', 'Drama']",2020.0,97,en,0,6.4
"['Comedy', 'Drama', 'Romance']",2011.0,111,it,0,5.8
"['Horror', 'Science Fiction']",2022.0,104,en,0,5.909
"['Animation', 'Comedy', 'Family']",2017.0,86,en,0,5.402
['Comedy'],2019.0,100,en,0,6.159
"['Action', 'Crime', 'Drama']",2025.0,117,th,0,5.148
"['Comedy', 'Family']",1996.0,103,en,0,5.942
"['Action', 'Adventure', 'Comedy', 'Science Fiction']",2019.0,115,en,0,5.897
"['Drama', 'Romance']",2020.0,79,ko,0,6.75
"['Crime', 'Mystery', 'Thriller']",2007.0,84,en,0,6.543
"['Drama', 'Horror', 'Thriller']",2024.0,139,ml,0,7.636
['Thriller'],1997.0,103,en,0,5.0
"['Action', 'Drama', 'Western']",2025.0,91,en,0,6.4
"['Action', 'Drama']",2008.0,113,en,0,6.8
"['Comedy', 'Romance']",2003.0,116,en,0,6.861
"['Drama', 'Mystery', 'Thriller']",1997.0,134,en,0,7.539
"['Comedy', 'Drama', 'Romance']",2009.0,129,en,0,6.627
['Drama'],1999.0,127,en,0,7.567
"['Comedy', 'Drama', 'Romance']",2012.0,122,en,0,7.149
"['Action', 'Adventure', 'Animation']",2001.0,95,ja,0,4.929
"['Horror', 'Science Fiction']",1954.0,94,en,0,6.836
"['Comedy', 'Romance']",2008.0,104,en,0,6.7
"['Drama', 'Mystery', 'Thriller']",2007.0,105,en,0,6.684
['Drama'],1999.0,189,en,0,7.7
['Drama'],2024.0,65,tl,0,5.0
['Horror'],2019.0,82,en,0,6.389
"['Action', 'Crime', 'Thriller']",2024.0,89,en,0,5.5
['Horror'],2013.0,91,en,0,6.6
"['Drama', 'Fantasy', 'Romance']",2025.0,109,en,0,6.3
"['Action', 'Science Fiction', 'Thriller']",1987.0,101,en,0,6.5
"['Adventure', 'Animation', 'Comedy', 'Family']",2024.0,79,en,0,7.467
"['Comedy', 'Crime', 'Drama', 'Thriller', 'War']",2002.0,98,en,0,6.286
"['Animation', 'Drama', 'History']",2023.0,115,pl,0,7.516
['Drama'],2003.0,100,en,0,6.667
"['Comedy', 'Romance']",2005.0,94,en,0,6.204
"['Drama', 'Science Fiction']",2009.0,97,en,0,7.566
"['Drama', 'Thriller', 'War']",2008.0,131,en,0,7.3
"['Comedy', 'Drama']",2017.0,94,en,0,7.253
"['Action', 'Adventure', 'Comedy']",2024.0,139,en,0,6.011
"['Action', 'Crime', 'Thriller']",2000.0,118,en,0,6.449
['Drama'],2012.0,116,da,0,8.097
"['Action', 'Animation', 'Science Fiction']",2025.0,90,ja,0,6.8
"['Horror', 'Thriller']",2009.0,123,en,0,6.991
"['Action', 'Crime', 'Drama']",2023.0,115,fr,0,7.9
"['Drama', 'History', 'Music']",2022.0,159,en,0,7.467
"['Action', 'Thriller']",1990.0,135,en,0,7.4
"['Crime', 'Drama']",2013.0,140,en,0,6.985
['Comedy'],2012.0,83,en,0,6.2
"['Crime', 'Drama', 'Thriller']",1996.0,105,en,0,7.2
"['Adventure', 'Comedy', 'Science Fiction']",2022.0,45,en,0,7.1
"['Adventure', 'Comedy', 'Fantasy']",2007.0,85,en,0,3.873
"['Action', 'Horror', 'Thriller']",2021.0,103,en,0,6.885
"['Animation', 'Romance']",2025.0,13,ja,0,7.7
"['Adventure', 'Animation', 'Comedy', 'Family']",2016.0,89,en,0,7.194
"['Comedy', 'Drama', 'Romance']",2024.0,105,es,0,6.87
"['Crime', 'Drama']",2001.0,124,en,0,7.353
"['Drama', 'Romance']",2024.0,106,it,0,6.484
"['Adventure', 'Horror']",2005.0,100,en,0,6.977
['Drama'],2007.0,88,ja,0,5.0
['Mystery'],2015.0,114,ja,0,5.4
"['Comedy', 'Crime']",2007.0,109,en,0,6.575
"['Action', 'Crime', 'Drama']",1999.0,105,hr,0,5.6
"['Adventure', 'Drama', 'Family']",2011.0,126,en,0,7.175
"['Drama', 'Romance']",2010.0,109,es,0,6.416
['Drama'],2011.0,134,en,0,7.284
"['Comedy', 'Horror', 'Romance']",2012.0,93,en,0,5.3
"['Action', 'Adventure', 'Mystery', 'Thriller']",2004.0,131,en,0,6.6
['Comedy'],2025.0,105,de,0,5.583
"['Drama', 'Romance']",1987.0,140,en,0,7.61
"['Adventure', 'Comedy', 'Family']",1996.0,89,en,0,6.061
"['Adventure', 'Family', 'Fantasy', 'Music', 'TV Movie']",2019.0,106,en,0,7.671
"['Drama', 'Horror', 'Thriller']",2025.0,98,en,0,5.944
"['Drama', 'Music', 'Romance']",2007.0,85,en,0,7.415
"['Comedy', 'War']",1964.0,95,en,0,8.1
"['Comedy', 'Drama']",2006.0,102,en,0,7.69
"['Comedy', 'Romance']",2005.0,116,en,0,6.416
"['Horror', 'Mystery']",2025.0,110,ja,0,7.672
"['Action', 'Crime', 'Romance']",1993.0,121,en,0,7.534
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2025.0,87,en,0,6.9
"['Comedy', 'Crime', 'Mystery']",2025.0,97,en,0,5.877
"['Horror', 'Thriller']",2024.0,90,en,0,6.348
"['Mystery', 'Science Fiction', 'Thriller']",2022.0,106,en,0,6.657
"['Adventure', 'Animation', 'Comedy', 'Family']",2021.0,86,en,0,7.339
"['Drama', 'History']",2024.0,141,en,0,6.278
"['Comedy', 'Crime', 'Drama']",2013.0,97,en,0,6.843
"['Action', 'Comedy']",2012.0,94,en,0,6.1
['Action'],2014.0,93,en,0,5.0
"['Action', 'Thriller']",2022.0,99,en,0,5.107
"['Action', 'Adventure', 'Drama']",1990.0,107,en,0,6.35
"['Drama', 'Horror']",2020.0,105,es,0,6.455
"['Action', 'Comedy']",2010.0,107,en,0,6.324
['Romance'],2021.0,96,ko,0,7.5
['Drama'],2025.0,139,en,0,5.667
"['Comedy', 'Drama']",1994.0,103,en,0,7.3
"['Action', 'Thriller']",2022.0,107,en,0,6.497
"['Comedy', 'Drama']",2015.0,78,en,0,6.466
"['Drama', 'Romance']",1995.0,101,en,0,7.972
"['Action', 'Thriller']",2010.0,98,en,0,6.607
"['Action', 'Adventure', 'Western']",1981.0,97,en,0,6.626
"['Comedy', 'Family', 'Fantasy']",1971.0,99,en,0,7.483
"['Action', 'Fantasy', 'Horror']",2011.0,87,en,0,5.853
['Drama'],1982.0,97,en,0,7.0
['Drama'],2000.0,131,en,0,7.437
"['Action', 'Adventure', 'Thriller']",1981.0,128,en,0,6.541
"['Comedy', 'Drama']",2022.0,114,en,0,7.46
"['Comedy', 'Science Fiction']",2001.0,83,en,0,5.123
"['Adventure', 'Drama', 'Family']",2020.0,100,en,0,7.523
"['Adventure', 'Drama']",2009.0,111,en,0,7.013
"['Animation', 'Comedy', 'Family', 'Fantasy']",2023.0,91,en,0,7.164
"['Action', 'Adventure', 'Drama']",2025.0,84,fr,0,6.458
"['Adventure', 'Drama', 'War']",1963.0,173,en,0,7.9
"['Comedy', 'Romance']",2007.0,101,en,0,5.907
"['Animation', 'Drama', 'Romance']",2018.0,108,ja,0,8.23
"['Drama', 'History']",2017.0,116,en,0,7.002
"['Drama', 'Horror']",1976.0,117,it,0,6.344
"['Action', 'Crime', 'Thriller']",2024.0,90,en,0,5.2
['Drama'],2009.0,99,en,0,5.052
"['Action', 'Animation', 'Fantasy', 'Romance']",2018.0,60,ja,0,7.6
"['Comedy', 'Drama', 'Family']",2014.0,118,en,0,6.237
"['Action', 'Drama', 'War']",2020.0,92,en,0,7.411
"['Action', 'Thriller']",1974.0,95,it,0,5.4
"['Action', 'Adventure', 'Thriller']",2011.0,110,en,0,5.802
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2015.0,93,en,0,6.102
"['Drama', 'Romance']",1992.0,115,fr,0,6.979
"['Adventure', 'Family', 'Science Fiction', 'Thriller']",2002.0,94,en,0,5.3
"['Drama', 'History']",2022.0,120,sv,0,5.25
"['Comedy', 'Family']",2025.0,95,es,0,5.357
['Animation'],2021.0,6,ja,0,0.0
"['Horror', 'Science Fiction', 'Thriller']",2004.0,86,en,0,3.9
"['Action', 'Crime', 'Science Fiction']",2014.0,118,en,0,5.887
"['Action', 'Comedy', 'Horror', 'Science Fiction']",1990.0,96,en,0,6.9
"['Adventure', 'Drama', 'Thriller']",1949.0,101,fr,0,6.845
"['Horror', 'Mystery', 'Science Fiction']",1997.0,96,en,0,6.571
"['Action', 'Horror', 'Science Fiction']",2020.0,94,en,0,6.085
"['Animation', 'Romance']",2026.0,101,ja,0,9.0
"['Action', 'Fantasy']",2024.0,134,zh,0,6.4
"['Adventure', 'Science Fiction', 'Thriller']",1989.0,140,en,0,7.336
"['Drama', 'Horror', 'Thriller']",2020.0,89,ja,0,6.368
"['Comedy', 'Drama']",1999.0,93,en,0,6.493
['Drama'],2023.0,93,tl,0,3.611
"['Comedy', 'Drama', 'Family', 'Romance']",2003.0,100,en,0,7.548
"['Horror', 'Mystery']",2025.0,95,nl,0,7.0
['Drama'],2025.0,126,tl,0,0.0
"['Comedy', 'Drama']",1998.0,93,en,0,7.391
"['Adventure', 'Family', 'Fantasy', 'Romance']",2007.0,127,en,0,7.3
"['Adventure', 'Comedy', 'Fantasy']",1975.0,91,en,0,7.802
"['Animation', 'Family']",2013.0,96,en,0,6.263
"['Adventure', 'Family', 'Fantasy']",2010.0,113,en,0,6.443
"['Drama', 'History']",2023.0,143,es,0,7.975
"['Crime', 'Mystery', 'Thriller']",1984.0,114,en,0,6.769
"['Fantasy', 'Horror']",1991.0,96,zh,0,4.8
"['Drama', 'Music', 'Romance']",2020.0,121,en,0,8.242
"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery']",1985.0,101,en,0,4.8
"['Comedy', 'Drama', 'Music']",2001.0,105,en,0,6.7
"['Drama', 'Romance']",2008.0,121,en,0,7.728
"['Action', 'Adventure', 'Animation', 'Fantasy']",2024.0,102,zh,0,6.1
"['Drama', 'History']",2023.0,132,en,0,7.518
"['Action', 'Mystery', 'Thriller']",2008.0,118,en,0,6.483
"['Action', 'Adventure', 'Science Fiction']",2007.0,92,en,0,5.63
"['Action', 'Drama', 'Family', 'Thriller']",2010.0,92,da,0,3.2
"['Action', 'Drama']",2015.0,92,fr,0,5.851
"['Action', 'Drama', 'Romance', 'Thriller']",1990.0,116,en,0,5.266
"['Drama', 'Thriller']",2015.0,141,en,0,7.237
"['Action', 'Thriller']",2017.0,95,en,0,5.2
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2001.0,120,en,0,5.762
"['Crime', 'Drama']",2014.0,103,en,0,6.273
"['Drama', 'Music']",2000.0,124,en,0,7.499
"['Action', 'Adventure', 'Comedy', 'Thriller']",2002.0,97,en,0,5.4
"['Adventure', 'Animation', 'Family']",2025.0,77,no,0,7.0
"['Horror', 'Thriller']",2011.0,93,en,0,5.724
"['Adventure', 'Comedy', 'Crime', 'Drama']",2009.0,90,en,0,6.131
"['Comedy', 'Fantasy', 'Horror']",2009.0,101,en,0,5.5
"['Drama', 'Mystery', 'Thriller']",2018.0,102,en,0,7.576
"['Crime', 'Drama']",2025.0,110,en,0,5.8
['Horror'],2024.0,93,en,0,5.7
"['Action', 'Fantasy', 'Science Fiction']",2022.0,105,en,0,5.925
"['Comedy', 'Drama', 'Family']",2017.0,133,hi,0,5.333
['Drama'],1995.0,98,fr,0,8.1
['Drama'],2025.0,93,ms,0,8.0
"['Horror', 'Mystery', 'Thriller']",1999.0,133,en,0,6.485
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2008.0,86,en,0,6.513
"['Action', 'Crime', 'Thriller']",1993.0,97,en,0,6.5
"['Drama', 'Romance']",2012.0,33,pl,0,2.5
['Drama'],2019.0,137,en,0,7.731
"['Adventure', 'Animation', 'Family', 'Fantasy']",2019.0,22,en,0,8.04
"['Adventure', 'Comedy', 'Family']",2006.0,99,en,0,5.884
"['Comedy', 'Family', 'Music']",2003.0,110,en,0,7.083
"['Comedy', 'Crime', 'Drama']",1974.0,121,en,0,6.748
"['Adventure', 'Family']",2009.0,98,de,0,7.2
"['Crime', 'Drama', 'Thriller']",2021.0,151,en,0,6.959
"['Comedy', 'Romance']",2006.0,83,en,0,4.278
"['Horror', 'Thriller']",2009.0,99,en,0,6.466
"['Animation', 'Family']",2004.0,76,en,0,6.1
"['Action', 'Drama', 'Thriller']",2004.0,91,en,0,5.4
['Comedy'],2025.0,105,en,0,6.315
"['Comedy', 'Drama']",2018.0,118,en,0,7.502
"['Horror', 'Mystery', 'Thriller']",2022.0,99,nl,0,6.0
['Comedy'],2025.0,89,pl,0,6.25
"['Crime', 'Drama', 'History']",2009.0,140,en,0,6.685
"['Comedy', 'Science Fiction']",2025.0,103,fr,0,6.2
"['Horror', 'Mystery']",2006.0,92,en,0,6.15
['Drama'],2010.0,123,en,0,7.409
['Thriller'],2010.0,94,en,0,6.0
"['Adventure', 'Drama', 'TV Movie']",1999.0,174,en,0,6.708
"['Drama', 'Horror', 'Thriller']",2020.0,90,en,0,7.228
"['Mystery', 'Romance', 'Thriller']",1958.0,128,en,0,8.147
"['Drama', 'Romance']",2023.0,97,en,0,6.767
"['Comedy', 'Documentary', 'Drama']",2007.0,123,en,0,7.4
['Horror'],2019.0,106,en,0,6.409
['Comedy'],1986.0,103,en,0,7.567
"['Crime', 'Drama']",2003.0,92,en,0,7.316
"['Comedy', 'Family']",2000.0,155,te,0,5.8
"['Crime', 'Mystery', 'Thriller']",2020.0,94,en,0,5.3
"['Adventure', 'Drama', 'Thriller']",2010.0,94,en,0,7.086
['Horror'],2022.0,106,en,0,3.0
"['Adventure', 'Drama', 'Science Fiction']",2017.0,120,en,0,7.3
['Comedy'],2019.0,92,fr,0,4.46
"['Comedy', 'Drama', 'History']",2018.0,120,en,0,7.496
"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",2023.0,93,en,0,5.6
"['Drama', 'History', 'War']",2012.0,105,en,0,6.136
"['Animation', 'Drama', 'Romance', 'Science Fiction']",2019.0,98,ja,0,7.305
"['Action', 'Comedy']",2015.0,87,en,0,5.758
"['Comedy', 'Romance']",2003.0,103,en,0,6.218
['Drama'],1946.0,91,it,0,7.8
"['Action', 'Drama', 'Science Fiction']",1998.0,121,en,0,6.2
"['Drama', 'Mystery', 'Thriller']",1998.0,108,en,0,6.37
"['Action', 'Drama', 'Romance', 'War', 'Western']",1994.0,133,en,0,7.381
"['Action', 'Adventure']",2026.0,103,en,0,0.0
"['Crime', 'Drama', 'Thriller']",2025.0,133,en,0,5.494
"['Comedy', 'Horror', 'Science Fiction']",2025.0,170,ro,0,7.1
"['Horror', 'Science Fiction']",2019.0,91,en,0,6.1
"['Action', 'Adventure', 'Thriller']",1987.0,130,en,0,6.542
['Drama'],2014.0,138,fr,0,8.2
['Thriller'],2003.0,112,ja,0,6.7
"['Drama', 'Music', 'Romance']",2001.0,128,en,0,7.536
"['Drama', 'Thriller']",1979.0,113,en,0,7.504
"['Mystery', 'Thriller']",2018.0,140,en,0,6.533
"['Adventure', 'Mystery', 'Science Fiction']",1979.0,131,en,0,6.487
"['Adventure', 'Comedy', 'Fantasy']",1999.0,130,en,0,6.925
"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",1994.0,87,en,0,5.018
"['Action', 'Drama', 'Romance']",1992.0,129,en,0,6.702
"['Adventure', 'Animation', 'Comedy', 'Family', 'Science Fiction']",2007.0,95,en,0,6.932
['Comedy'],2019.0,100,en,0,6.21
"['Action', 'Drama', 'Thriller']",2015.0,105,no,0,6.695
['Comedy'],2011.0,103,fr,0,6.9
"['Comedy', 'Crime', 'Drama']",2015.0,103,en,0,7.058
"['Action', 'Adventure', 'History', 'Romance']",2011.0,121,en,0,6.144
"['Comedy', 'Drama', 'Romance']",2014.0,102,en,0,7.811
['Comedy'],1965.0,102,it,0,7.0
"['Adventure', 'Drama', 'Fantasy']",2021.0,130,en,0,6.61
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1992.0,93,ja,0,7.8
"['Action', 'Horror', 'Thriller']",2024.0,92,en,0,6.035
"['Horror', 'Mystery', 'Thriller']",2025.0,96,en,0,6.1
"['Horror', 'Science Fiction']",1992.0,87,en,0,4.318
[],2018.0,24,da,0,5.75
"['Action', 'Science Fiction', 'Thriller']",2014.0,110,en,0,4.271
"['Adventure', 'Animation', 'Fantasy']",2008.0,8,ja,0,0.0
"['Action', 'Comedy', 'Crime']",2013.0,109,en,0,6.541
"['Action', 'Adventure', 'Fantasy']",2001.0,100,en,0,5.911
['Comedy'],2017.0,124,ja,0,7.1
"['Comedy', 'Drama']",2002.0,82,en,0,5.989
"['Action', 'Thriller']",2019.0,107,en,0,5.571
['Drama'],2009.0,102,tr,0,5.945
['Drama'],1980.0,129,en,0,7.908
"['Action', 'Drama']",2000.0,166,ta,0,5.7
"['Comedy', 'Horror']",2025.0,91,en,0,5.534
['Drama'],2010.0,101,fr,0,5.297
