Movie_id,Vote_average,Vote_count
851925,5.2,34
1624,6.7,6103
1423983,7.714,7
1082195,6.6,821
7980,7.064,4866
509967,6.338,5080
974931,6.806,1060
1278853,6.3,3
1630155,4.0,1
11130,6.716,3375
1104845,6.753,150
35044,5.319,47
37094,7.39,3996
57621,4.682,11
315011,7.209,1520
2758,6.968,3260
1127767,5.807,101
125225,5.8,63
50723,7.178,500
50791,6.6,36
1145221,6.7,195
758323,6.919,3070
1029281,6.9,834
978796,6.1,418
85889,6.843,1860
592834,6.868,1351
848058,6.581,679
10623,6.11,989
764841,7.0,3
350499,6.781,303
318245,8.5,4
1903,6.82,4541
848058,6.581,679
10623,6.11,989
764841,7.0,3
350499,6.781,303
318245,8.5,4
450829,4.9,34
1903,6.82,4541
1587,7.662,4198
400160,7.415,2950
9344,6.895,1245
280180,6.649,1380
1574,7.1,2852
9800,7.7,4541
161495,5.7,29
454640,7.0,1848
298,6.7,6757
1048241,6.6,440
309299,6.5,481
1181107,8.318,143
1315986,6.65,60
1228891,7.2,84
32629,5.6,69
389015,7.5,6107
1277988,7.717,251
1353328,5.941,17
824,7.536,4773
27726,5.715,491
14869,5.786,4839
10222,6.839,1541
799379,6.415,423
1597646,0.0,0
8916,6.2,4662
705861,7.712,2758
9482,5.8,2665
126963,6.8,1615
117,7.754,6064
399174,7.844,5295
47964,5.334,6674
1284460,6.408,92
1126336,6.689,82
1360,7.398,2146
31867,6.32,2050
1297953,6.118,17
1160981,7.742,33
6439,5.878,648
1307300,0.0,0
17809,7.474,587
28297,7.316,204
11522,6.709,1173
46146,6.702,1709
1210732,6.4,269
2123,6.608,4153
45132,6.544,1701
1363979,9.0,2
7978,5.882,2140
2756,7.336,3333
4250,5.5,33
10734,7.504,3068
1249508,5.953,32
193756,7.429,4642
10003,6.1,1209
73935,5.3,296
646974,0.0,0
518471,7.4,17
645560,8.0,1
258489,5.914,6436
865463,7.5,22
523172,6.381,858
239182,5.2,2
797,8.141,2364
21259,6.3,132
25407,6.2,21
35265,7.2,249
1095460,4.0,1
9788,6.446,1735
576784,6.807,308
983044,6.893,136
1301421,0.0,0
1267,6.932,3075
9631,7.104,2314
8840,6.5,2106
346685,6.444,5951
1107325,5.935,46
277216,7.779,4121
455656,6.247,1041
14900,6.9,331
726139,6.913,381
42297,7.21,2351
81774,6.046,303
117251,6.465,5016
12599,6.724,914
3489,5.785,1157
41478,6.186,43
1596291,7.391,24
567748,6.423,3017
20210,5.944,153
10357,5.9,1633
879849,3.0,3
73517,4.3,22
74997,4.759,1415
504949,7.156,3489
310307,7.137,5296
606625,6.227,545
744653,6.599,908
108110,8.0,1
522016,6.0,1111
256591,6.869,8183
90100,5.4,18
50435,5.24,104
11802,4.946,478
116149,7.115,4139
1272405,0.0,0
97630,6.994,4801
11321,7.602,7120
1488223,5.583,6
222935,7.593,11470
215,6.605,5758
1320810,7.5,2
1186532,8.2,321
781732,6.111,176
216527,0.0,0
829280,7.314,1741
278924,6.036,3578
118379,6.714,35
21241,5.533,120
11545,7.391,2669
34935,6.0,27
103731,7.1,2997
382511,5.582,947
561870,0.0,0
397469,5.1,5
351339,7.141,1129
522212,7.854,2449
11327,7.448,1853
22787,5.596,820
593910,6.333,1459
587807,6.7,2549
241,7.052,3708
9358,6.3,4716
10865,7.036,5059
392599,5.0,1
170657,6.92,425
1326522,0.0,0
38621,6.7,72
206563,7.055,647
11824,6.197,1233
346648,7.468,2710
267935,6.285,3573
249418,3.9,11
1014505,7.9,157
119283,6.075,3212
354279,6.388,272
58233,6.245,3511
504172,6.861,5276
458083,5.5,15
402331,6.218,303
112454,5.78,1437
1633,7.687,1441
2119,6.35,1642
14170,6.2,285
1063875,6.973,56
1357449,7.2,5
540468,6.895,76
1245,7.358,1457
566236,6.408,87
312750,9.7,3
651,7.0,1120
2759,7.3,890
293670,7.377,1981
1148677,6.7,30
76696,7.5,310
283330,5.824,142
3121,7.231,452
780609,6.087,1299
15322,6.6,99
10234,7.308,2022
501170,7.1,4777
72570,7.232,4194
708,6.542,1966
509635,6.373,823
764841,7.0,3
602063,7.712,536
379149,6.972,2862
8840,6.5,2106
766,7.262,3439
734002,7.516,153
798141,4.834,187
2019,6.5,1307
10897,6.8,1296
1134433,7.427,219
471972,5.333,30
983044,6.893,136
18633,4.876,93
20481,6.37,518
536437,6.207,1424
121875,7.248,896
201088,5.513,2149
11824,6.197,1233
1241320,6.801,672
309809,7.611,2925
387,8.085,2442
1576,6.649,6780
900667,7.2,1109
1351046,6.222,18
508965,8.224,4556
15907,7.327,202
362609,4.4,9
37233,6.734,2241
343810,5.0,1
267193,6.0,2456
641,8.011,10758
36648,5.859,4221
1043905,6.1,363
9480,5.3,5372
334524,6.622,1722
2265,7.0,73
522402,7.812,3845
116711,6.544,2879
8275,5.5,2148
37834,6.228,4813
454640,7.0,1848
629176,6.667,2148
31058,7.482,224
766,7.262,3439
571055,6.8,250
161382,5.9,9
809787,6.071,302
1001311,5.92,1379
27576,6.4,5823
927254,6.128,86
975,8.3,3205
1588835,4.5,2
565307,6.265,117
257049,5.0,12
12715,5.295,195
164,7.626,4424
1246310,5.97,84
10796,6.129,1688
814800,6.268,532
168608,6.6,7
97370,6.144,3722
792678,5.3,137
26320,6.209,468
412588,4.8,10
49948,6.97,1352
36599,5.728,487
844398,5.749,197
799155,6.8,216
75628,6.5,12
1151534,7.3,1519
158708,5.2,16
616558,6.096,78
842945,5.676,281
35019,6.311,1923
317442,7.457,2364
207768,6.268,1394
29805,6.182,129
424139,6.6,4998
1117857,6.9,186
579047,6.5,1909
51620,5.828,1174
340382,6.201,384
11362,7.675,1961
272693,6.763,4448
144625,4.727,11
961331,7.2,8
378961,0.0,0
375846,6.6,242
11976,6.2,1341
62961,5.839,31
59940,4.256,43
888,5.365,2579
1196946,6.6,5
258480,7.5,3911
820609,6.668,1390
38257,3.5,2
2625,5.75,166
447236,6.7,60
10393,6.686,1045
80271,6.101,2738
64835,6.8,99
136403,6.613,591
913290,6.844,3102
231,6.419,1457
146451,7.1,14
1272149,6.4,495
11622,6.773,1189
1357449,7.2,5
12201,6.397,1672
1140233,1.0,1
41289,5.8,23
390062,6.6,2092
1255775,5.867,109
606625,6.227,545
22244,6.666,607
9567,6.885,2553
352695,5.7,112
154122,6.143,7
421658,6.1,557
10357,5.9,1633
340837,6.351,4112
1468057,6.5,8
417466,6.633,432
351915,7.0,2
357397,7.3,18
18480,5.642,1867
395000,4.208,12
2899,7.374,3724
325583,0.0,0
203801,7.08,6730
65771,5.412,17
68722,7.1,3233
8984,6.3,1246
30331,4.3,67
40350,6.0,69
7980,7.064,4866
74078,7.552,124
752721,6.145,152
20737,5.572,503
94257,6.5,4
641,8.011,10758
614934,7.467,3797
353257,5.0,86
1395251,3.0,1
189,6.402,4079
1087388,6.192,488
852448,6.271,822
11645,8.0,1755
741689,8.1,40
317442,7.457,2364
400617,7.313,3725
291379,2.5,2
522402,7.812,3845
185254,6.8,9
1452176,5.414,35
59859,6.403,6475
588654,1.8,4
39857,6.2,148
16910,6.795,430
226369,0.0,0
37342,6.1,41
28032,6.4,532
5528,7.732,2559
44655,6.7,44
10330,6.6,4198
59399,6.0,8
238615,6.418,3250
307663,4.347,573
10358,6.342,2611
523,6.597,113
346672,5.913,3878
10775,7.799,1812
516486,7.411,3219
1117388,4.2,5
7484,6.18,2935
1493,6.531,4163
508439,7.645,6478
11597,5.3,577
843269,6.567,15
295830,6.098,812
1307300,0.0,0
11852,6.357,2129
659,6.94,518
454467,6.581,732
5528,7.732,2559
454622,0.0,0
9461,7.4,2042
38753,4.764,119
528549,6.7,3
9753,5.6,280
11220,7.7,1246
773736,7.727,77
1210132,0.0,0
68728,5.93,6732
11153,7.096,1693
9667,6.87,1637
10874,6.7,450
895959,6.665,158
792678,5.3,137
30666,5.485,116
213,7.965,4428
226369,0.0,0
72559,5.652,5702
22949,5.5,772
185254,6.8,9
645708,0.0,0
88273,7.355,928
59058,6.7,111
11237,5.499,1081
426970,4.0,1
1182047,6.866,909
218898,4.5,34
1291202,6.786,35
83542,6.893,7403
10226,6.8,1430
152584,7.067,4812
24734,5.7,137
13492,6.16,783
1214138,6.4,7
803208,0.0,0
513310,6.866,1849
33410,5.3,25
492104,5.5,8
11474,7.7,2317
938614,7.105,1983
840430,7.6,2390
13809,6.949,3212
248212,6.9,126
26830,6.6,61
317578,7.3,3
199198,6.4,14
46581,5.8,271
536396,6.76,217
58574,7.1,10802
513223,6.115,287
377985,6.284,262
9348,5.972,1797
121875,7.248,896
339395,5.926,195
1712,7.6,737
1367,7.289,4704
710295,6.206,910
1340206,0.0,0
452643,8.0,2
50839,6.868,2027
848058,6.581,679
1177908,6.269,13
1214130,7.074,27
14597,6.4,142
412924,7.384,233
112963,3.3,8
73582,5.234,154
35327,5.789,45
312750,9.7,3
32528,6.686,78
15259,6.6,163
721741,0.0,0
12715,5.295,195
1272405,0.0,0
16558,5.916,850
390062,6.6,2092
6637,6.371,5446
59961,6.486,3845
107985,6.807,5768
325358,5.112,491
510355,5.301,88
1048241,6.6,440
474392,5.7,245
89492,5.895,2296
496450,7.6,936
296524,6.893,4812
9366,7.538,4763
340102,6.085,3648
17899,4.6,152
1134433,7.427,219
303281,5.314,35
282608,0.0,0
340666,7.413,8188
157353,6.064,5711
531309,6.1,3395
539181,6.1,808
682,6.455,2222
1196364,6.6,41
1226281,4.0,6
39412,4.611,81
934632,6.055,1415
8741,7.445,3221
4148,6.982,4051
39104,6.924,601
99099,5.608,37
64807,6.1,1344
1055432,10.0,1
81005,5.869,5137
1440,7.068,1116
30666,5.485,116
7229,6.686,888
505638,6.5,29
17903,6.852,155
9549,7.405,939
801320,3.0,11
1358491,6.5,51
432787,5.736,233
11387,6.8,81
669444,5.3,8
16910,6.795,430
1378756,8.5,4
235271,5.872,435
1223422,6.4,15
26466,6.921,2892
377399,5.0,6
323954,10.0,1
816,6.59,3702
10874,6.7,450
9830,5.2,102
10336,5.426,1450
8292,6.805,2328
458005,5.9,438
773736,7.727,77
1951,6.887,389
8617,5.074,783
1103857,6.3,10
373723,5.6,13
15058,7.032,506
3597,5.998,3170
642322,3.5,2
546726,5.765,17
42172,6.724,302
1317938,7.071,7
1323784,5.695,282
295485,4.7,13
1005685,5.161,59
1570282,7.077,13
257680,5.4,5
41177,7.0,23
1373445,6.199,181
475215,7.142,825
298250,6.2,3897
493775,6.0,45
64686,6.203,4066
31598,5.8,190
1014566,6.4,28
360778,3.8,4
75174,6.567,4043
39857,6.2,148
77233,5.3,20
1395251,3.0,1
166424,4.437,6329
18633,4.876,93
1617412,6.0,1
421658,6.1,557
13614,6.721,265
274795,5.893,14
892120,3.615,13
446893,7.248,2243
1955,8.048,3836
1449400,6.1,7
1450529,6.6,20
1547,7.1,2238
353257,5.0,86
18183,7.3,546
753336,6.38,71
1312867,4.75,4
1151949,7.204,298
9032,6.493,3471
14756,7.762,4026
1213199,7.0,2
26513,7.338,197
350839,5.08,25
9988,5.855,589
175574,5.9,837
32528,6.686,78
1318413,0.0,0
19721,5.5,35
312791,5.9,315
40156,6.259,145
1025234,6.0,1
11852,6.357,2129
45411,5.475,20
474412,7.0,8
267999,6.6,359
12437,6.5,3886
455980,6.707,3365
1436835,0.0,0
8195,6.958,2591
12254,6.585,135
796185,6.921,1362
249836,3.4,7
28032,6.4,532
30618,5.793,345
1269838,8.4,5
46146,6.702,1709
248212,6.9,126
230179,5.491,1215
1479178,6.4,5
1237601,4.7,7
85311,5.8,17
560057,7.327,1650
1422227,6.6,10
417320,7.349,1754
272548,6.141,384
65345,5.7,40
13387,6.163,3594
309809,7.611,2925
9522,6.493,4629
345911,6.365,4059
134764,6.0,56
41289,5.8,23
290595,6.3,4980
291876,7.8,4
1094274,5.1,261
1586841,10.0,2
11619,6.3,4030
12437,6.5,3886
20542,4.5,70
50035,6.034,88
1269838,8.4,5
660335,6.156,189
1412,6.938,1006
9762,6.873,3850
1134278,4.462,39
721741,0.0,0
15092,6.078,3076
457232,6.4,693
842544,6.1,264
996067,5.472,36
71880,4.394,2198
634,6.74,5414
227159,6.176,4332
1331375,6.735,162
17845,6.86,430
602063,7.712,536
16314,5.675,461
14137,5.1,69
249527,5.8,5
955555,7.2,527
942880,0.0,0
59859,6.403,6475
50839,6.868,2027
25,6.675,3108
561246,4.917,12
9772,6.469,3249
923,7.5,2246
50791,6.6,36
23966,5.266,374
1450529,6.6,20
645788,6.561,1111
29556,4.2,36
123553,6.431,4600
884,6.451,1300
756,7.342,3272
1103856,4.7,11
363157,7.0,1
295448,0.0,0
11212,6.4,1429
942880,0.0,0
921711,4.0,2
1112552,6.375,8
1530127,4.9,25
390845,4.3,69
1313330,6.3,6
1297028,5.6,86
381318,6.269,39
1174128,7.438,16
387626,6.3,20
9471,5.5,3229
1261543,6.0,15
802,7.306,2215
1450379,6.0,7
195589,6.184,7186
239182,5.2,2
850165,7.518,1177
16308,6.51,48
1022690,6.5,750
1246,6.874,3729
1991,6.841,5510
34314,5.4,269
1147400,7.262,622
98205,6.5,108
857879,5.9,13
409,7.155,2342
257094,5.368,480
1883,7.543,1841
1597,6.692,6274
1246,6.874,3729
9355,6.217,3185
921711,4.0,2
1401281,6.8,16
11253,6.767,5513
10588,5.288,1761
80274,6.6,6139
130150,7.033,1290
628707,5.815,157
499701,6.63,1800
55382,6.5,27
1056803,7.7,50
1064451,3.5,2
154122,6.143,7
665488,5.728,248
553087,6.49,105
740903,5.981,105
1263868,4.0,1
9889,6.159,3080
578701,6.613,1791
36593,6.495,2438
76617,5.48,1784
284,8.19,2580
27022,6.135,5196
1863,7.5,174
62029,5.735,170
265272,6.0,4
420187,7.9,7
379149,6.972,2862
34314,5.4,269
253822,6.1,7
6075,7.8,3389
844185,5.315,341
613,7.857,4200
872170,4.017,30
646097,6.979,1537
453405,6.3,5376
552178,7.534,2455
1132079,4.989,45
10590,7.1,2216
960875,6.401,373
518490,6.325,20
332567,6.351,5262
13387,6.163,3594
10439,7.035,3242
858017,6.1,625
763788,5.991,502
3175,7.99,3099
16577,6.335,1612
8292,6.805,2328
80271,6.101,2738
961268,6.999,662
352024,7.5,10
21972,6.1,562
136244,6.111,149
249418,3.9,11
253412,6.827,5140
172187,0.0,0
340601,5.734,323
20653,4.662,37
1788,6.683,2163
609,7.154,3254
1526650,6.0,1
1049,6.342,418
276951,3.5,6
60495,5.5,10
23047,5.522,2599
1166589,7.333,3
11005,7.775,2796
9955,6.119,1868
42318,5.459,37
9567,6.885,2553
180299,7.6,2526
76640,6.073,2926
217323,5.8,5
1289936,7.119,215
4147,7.344,3900
37308,5.889,104
473019,6.1,277
1096197,6.268,1091
171769,5.889,18
653863,3.0,5
15050,6.245,276
552178,7.534,2455
8393,7.253,1281
70006,6.5,682
402370,5.1,53
9987,5.1,43
1142250,0.0,0
1180629,7.256,246
10897,6.8,1296
14438,7.677,837
1443735,0.0,0
8321,7.5,5635
970450,5.853,472
1445698,7.5,3
402293,0.0,0
74959,4.25,8
60304,6.096,7015
747185,0.0,0
452970,6.9,330
1132079,4.989,45
9472,6.362,3733
22947,6.887,3900
291379,2.5,2
1083420,5.877,77
186,7.477,4366
11679,5.084,1985
35371,6.2,66
17186,6.2,144
58646,5.7,11
9772,6.469,3249
635731,6.632,1663
152532,7.918,8926
931285,0.0,0
429351,6.35,3142
313297,7.632,3754
977294,4.701,102
18193,6.146,99
381318,6.269,39
12778,6.148,281
9488,5.653,2315
799533,0.0,0
1316427,0.0,0
67628,2.8,9
1339173,6.9,11
73750,5.722,9
1075794,7.377,1307
659954,6.284,81
449574,6.398,541
354251,5.939,656
164901,6.1,42
93858,7.0,174
791523,0.0,0
698128,5.972,369
10229,7.756,4210
37931,5.4,593
80184,7.302,1115
1254786,6.992,576
776305,7.644,840
594571,2.0,2
14670,7.1,102
939914,5.825,194
478798,5.4,21
48343,7.1,7
10731,6.7,1329
492105,6.0,14
323020,5.299,564
955222,0.0,0
57819,4.4,9
395991,7.459,1801
9078,7.22,4047
98584,5.9,7
9714,5.273,3231
195589,6.184,7186
419116,5.3,25
406240,5.043,70
1991,6.841,5510
26625,4.4,5
2021,6.705,56
6978,7.207,3259
40264,4.393,1377
2728,4.64,378
1078600,6.657,213
1119774,5.7,86
10439,7.035,3242
55301,5.699,2318
239578,0.0,0
1362315,5.7,168
1053630,4.9,10
1422227,6.6,10
508042,7.0,1
527776,7.668,300
5689,6.145,1975
816904,6.92,496
34016,6.482,2288
13648,6.819,1153
1078600,6.657,213
316727,6.384,5437
39108,7.297,770
1282138,6.512,124
13492,6.16,783
872170,4.017,30
614930,7.21,1533
340601,5.734,323
612,7.137,2917
215,6.605,5758
171106,4.9,10
360778,3.8,4
449574,6.398,541
45595,5.7,71
386813,3.75,4
458969,5.7,144
768135,0.0,0
9348,5.972,1797
1213,7.201,4061
1103857,6.3,10
212778,7.115,3559
760741,6.541,1693
967998,5.5,2
122750,5.0,14
2141,6.7,112
7508,7.952,1292
9833,7.257,1744
35292,6.5,50
635910,6.748,1876
254323,7.0,56
639848,6.4,12
124880,2.333,6
1096642,7.14,207
26598,7.3,176
1235610,6.074,61
884,6.451,1300
796185,6.921,1362
639144,0.0,0
141703,5.091,11
429422,5.02,424
37786,6.064,1708
11918,5.279,1970
1406543,0.0,0
30239,6.7,160
461372,0.0,0
77931,5.754,2340
1096342,5.58,307
380020,2.0,1
365620,6.373,1209
1025463,5.956,169
3432,6.926,1833
4547,6.792,5304
589978,6.868,178
21871,5.727,88
791042,5.676,85
274,8.346,17608
441168,5.8,157
11910,6.8,183
20382,5.634,119
13474,6.235,914
1417059,5.27,222
11430,6.58,3103
800510,6.201,963
1314452,5.6,43
984,7.4,2672
8584,6.414,2708
412588,4.8,10
1107325,5.935,46
89492,5.895,2296
10323,6.895,832
1812,6.919,105
45411,5.475,20
10725,5.929,253
174678,4.754,114
4550,7.522,1874
526558,4.0,1
82315,5.919,37
840,7.352,4544
11621,7.8,3628
8367,6.855,3498
55504,6.036,140
14834,6.321,70
1103,7.0,3440
1177908,6.269,13
297270,7.4,1168
168760,4.4,12
1325234,7.571,7
10970,6.529,327
73582,5.234,154
49671,6.514,36
10657,6.239,592
321487,7.848,79
42390,6.782,101
852696,4.5,27
372056,1.0,2
668306,9.5,1
10858,6.9,388
241843,5.893,800
16516,7.2,110
1297028,5.6,86
426207,10.0,2
363157,7.0,1
204922,6.484,2108
1630155,4.0,1
40807,7.178,4015
34989,5.9,70
1094138,6.366,760
1315657,0.0,0
925615,5.6,17
452253,0.0,0
456740,5.578,3647
454622,0.0,0
773543,5.724,85
3133,7.471,1308
858017,6.1,625
1921,6.869,1408
24832,6.6,181
429197,7.014,3539
94204,5.294,218
542178,7.011,2909
885110,6.393,135
511574,0.0,0
37178,5.101,89
522931,6.655,2511
253000,5.8,4
1263421,7.426,317
380109,6.0,5
68730,7.121,3245
50348,7.207,3552
11344,7.434,969
1255775,5.867,109
6309,5.261,155
691,6.825,2167
798141,4.834,187
1055077,5.5,2
447665,5.439,319
9481,6.794,3783
319,7.534,2985
655587,3.5,6
345938,7.493,2224
227213,4.7,14
82775,7.7,50
49730,5.978,3282
21610,6.395,474
9798,7.057,4158
216440,5.155,29
86467,5.258,536
89591,5.2,20
23437,5.523,2866
8374,7.252,2614
1214454,7.5,2
56474,7.672,116
41779,5.7,36
1152619,5.571,42
623318,0.0,0
1078769,0.0,0
41317,5.3,17
1070254,4.1,10
1392796,6.769,26
140441,5.2,98
518490,6.325,20
110420,8.2,2432
718032,6.954,2566
68929,2.2,5
73797,10.0,1
1212705,0.0,0
262822,3.667,3
437033,7.105,1257
401371,5.564,1129
612,7.137,2917
209379,6.295,65
36797,5.2,140
926,7.08,2459
1238188,6.543,58
9616,5.7,379
390845,4.3,69
1189885,0.0,0
1623,7.1,508
1008409,6.679,1074
334543,8.041,6874
50758,6.386,35
1282138,6.512,124
444000,7.167,30
9100,6.778,2011
454764,5.7,6
1082195,6.6,821
9341,5.809,2084
244,7.6,1580
23398,5.655,3086
283235,6.798,816
1181540,6.515,206
284318,5.0,1
94329,7.4,3758
338967,6.907,6138
16308,6.51,48
1237601,4.7,7
108322,5.462,13
1056360,7.268,1267
138796,3.167,6
10159,6.44,2129
11335,5.5,680
49133,7.1,62
14069,7.785,2181
655,8.096,2151
975273,0.0,0
645788,6.561,1111
20481,6.37,518
872906,7.1,311
392,7.0,3460
86194,4.8,18
664236,6.257,181
5851,5.542,1050
11397,5.8,2232
470893,5.6,11
1325678,8.036,42
132229,8.3,6
663993,5.4,32
158916,6.1,205
373494,5.429,7
11092,6.804,785
10947,6.549,4743
10019,6.851,805
939575,6.603,63
34626,6.5,230
22244,6.666,607
1601195,6.7,48
458969,5.7,144
1022690,6.5,750
693158,6.57,359
233651,4.8,12
9517,6.675,528
1116490,6.233,230
212334,1.0,1
1126357,6.258,66
935484,0.0,0
11000,7.05,1314
1244944,5.677,389
991610,5.241,27
934452,0.0,0
680829,5.152,128
220289,7.221,3290
15654,6.045,66
62543,4.042,36
391423,6.0,2
1256604,0.0,0
294993,6.268,213
3175,7.99,3099
38167,6.244,2588
535167,6.6,1108
258509,6.032,1738
675319,5.332,292
368031,5.556,1303
322332,4.0,14
529286,6.2,5
49958,5.219,116
16366,6.9,1059
89899,4.746,749
421298,0.0,0
11305,7.3,493
82023,6.13,138
337556,6.966,879
257527,4.7,60
66608,2.953,64
9461,7.4,2042
365045,7.2,426
55179,6.1,8
17097,5.5,248
744857,7.163,1384
365923,6.75,20
575923,5.195,133
11046,7.505,960
10418,4.444,9
1158127,0.0,0
305344,4.9,22
20676,6.776,253
10665,6.125,2620
279661,5.8,77
4771,7.305,4089
8487,5.314,3517
46342,5.696,120
1417059,5.27,222
1301844,7.566,38
14597,6.4,142
1243341,6.92,137
90590,4.0,15
227,7.2,1508
9973,5.937,347
1436835,0.0,0
374970,8.0,2
49020,7.4,1558
136244,6.111,149
42489,7.5,53
1239251,5.13,322
9911,5.378,160
634528,6.801,1712
12828,6.0,3
253460,3.333,6
1423983,7.714,7
1423191,0.0,0
1059643,4.929,42
168,7.166,1613
14306,7.183,4746
46143,6.2,6
361540,8.0,1
713466,0.0,0
479093,4.36,25
987257,6.9,27
271116,4.1,11
1144911,5.968,109
249836,3.4,7
547016,7.108,4699
13220,6.178,767
429415,6.038,1953
228979,5.7,11
98106,4.405,37
43017,5.5,17
12548,7.643,725
472876,5.9,44
2044,7.0,2928
20620,7.292,419
239,8.086,3787
25525,5.72,25
866463,6.663,1166
662053,6.0,6
8769,6.87,2187
482040,5.2,5
13827,4.6,116
241180,6.393,14
125891,5.9,24
1029634,6.0,1
447759,4.429,14
109083,0.0,0
223319,3.6,9
108949,7.0,63
24664,6.2,149
375290,7.098,209
693827,5.963,161
6950,6.558,2429
112963,3.3,8
552688,6.62,1381
2268,6.08,4763
227071,4.731,13
8051,7.1,2654
31197,4.2,10
11850,7.223,1275
10435,7.4,1176
11326,6.4,353
1325230,5.5,4
605886,6.863,1278
14817,6.129,560
580592,6.0,1
146216,6.53,4259
241697,6.3,13
397243,6.831,4619
160415,5.8,5
49524,5.9,4226
453664,3.0,8
725228,7.1,9
602734,5.913,2224
99494,6.2,67
436349,7.0,17
529216,7.453,1944
17830,5.2,56
458897,6.4,3109
588890,7.1,36
795859,7.1,55
514782,4.2,28
127517,7.058,1188
660982,6.147,690
673166,0.0,0
15394,6.734,190
51540,6.573,6692
45595,5.7,71
762430,6.548,1322
205321,3.925,1662
209361,6.644,313
11462,7.13,879
1280452,2.0,1
468091,3.417,30
872,8.14,3420
1099639,8.1,6
452728,7.0,1
581392,6.729,2536
120044,4.1,8
6947,6.485,4503
826749,5.657,363
8277,5.648,1981
138496,4.794,109
68555,7.355,176
302699,6.414,6256
58813,2.9,8
28211,6.1,1831
521007,5.981,315
14128,6.112,1518
274854,6.0,3791
822240,0.0,0
1307118,0.0,0
10218,6.849,790
1530875,6.061,66
13246,7.2,89
454652,6.9,937
1249423,7.19,203
454467,6.581,732
644495,6.571,3373
430074,5.0,1
440431,0.0,0
874405,0.0,0
14784,7.6,1481
757388,7.2,59
61416,6.0,21
43194,6.507,208
768135,0.0,0
10627,6.8,289
9529,6.667,1754
48736,6.965,71
480414,5.7,2622
133548,3.3,6
146451,7.1,14
1164355,7.2,10
201088,5.513,2149
28211,6.1,1831
521007,5.981,315
14128,6.112,1518
274854,6.0,3791
1244872,6.5,10
1307118,0.0,0
10218,6.849,790
455942,4.5,1
1530875,6.061,66
13246,7.2,89
160415,5.8,5
425773,5.2,30
874405,0.0,0
14784,7.6,1481
757388,7.2,59
61416,6.0,21
43194,6.507,208
768135,0.0,0
395883,3.7,147
10627,6.8,289
1322851,0.0,0
136418,6.177,1831
1291659,6.379,91
25797,6.753,93
1812,6.919,105
1132302,7.4,10
410191,6.72,25
417448,3.2,2
1235623,6.3,63
1290287,5.9,284
241257,5.575,1864
44046,5.0,56
547017,6.095,199
44136,6.4,70
11481,7.377,1078
28971,7.906,579
928,6.523,2833
486443,7.0,3
45317,7.382,4632
268241,5.2,6
209361,6.644,313
1439713,6.294,17
850839,5.0,5
10336,5.426,1450
64687,3.689,45
883954,7.049,51
9572,4.746,122
124880,2.333,6
1518121,5.7,3
175574,5.9,837
130989,5.4,14
256311,6.06,158
848334,6.5,2
1214469,7.1,91
831815,5.948,153
213576,0.0,0
616651,6.639,1380
845506,0.0,0
2749,5.904,783
333968,6.1,24
25446,5.9,10
55846,6.18,1760
4552,7.098,1310
36565,3.929,7
658144,1.0,1
60202,6.2,31
529253,0.0,0
41555,4.5,15
22683,7.783,769
165629,6.1,19
765,7.545,3402
26877,6.0,89
11451,5.821,2392
667520,7.877,1469
536593,6.8,3
15592,6.7,273
467938,6.5,2031
402677,4.2,5
41128,3.8,48
10189,6.643,4103
1071107,0.0,0
1245084,0.0,0
12665,7.001,703
107748,7.3,106
1624,6.7,6103
390010,1.7,3
81059,6.1,4
11365,6.6,282
652242,8.0,2
468224,6.9,1516
89708,8.058,674
25440,6.3,19
658334,3.0,2
41574,4.8,76
30882,3.3,10
1198899,4.3,7
715253,6.892,65
293828,4.897,29
1163328,10.0,1
1169210,5.545,22
701554,7.5,2
463602,5.364,365
28028,5.1,56
248670,4.3,7
74308,7.625,1929
16617,6.456,1290
482373,7.009,2763
121971,6.6,15
15128,5.927,103
11660,7.125,1798
51447,6.1,381
42348,7.4,26
345839,0.0,0
11009,6.729,2046
42424,5.188,85
58745,4.1,32
1019972,0.0,0
9695,5.41,111
1946,6.8,2118
476,7.08,602
76235,7.3,51
1026743,5.0,1
52036,5.239,117
997660,5.5,32
680813,7.747,383
984,7.4,2672
138289,5.722,36
516575,7.5,1
532645,5.795,105
112720,6.3,13
22073,6.372,223
46705,6.96,3459
749407,5.2,37
505354,0.0,0
378160,6.2,19
549294,6.338,1061
1246369,8.391,23
11622,6.773,1189
674025,5.2,38
113082,7.24,533
707103,6.875,244
258152,6.768,315
111934,4.955,33
1498,6.704,1910
10665,6.125,2620
258480,7.5,3911
461615,7.2,342
11321,7.602,7120
4553,7.522,6029
51447,6.1,381
17006,6.378,206
1559,5.2,138
278774,6.091,632
974024,0.0,0
11351,6.165,1768
1244872,6.5,10
537946,4.0,4
10052,6.5,910
455942,4.5,1
37786,6.064,1708
715253,6.892,65
437068,8.028,1124
293828,4.897,29
701554,7.5,2
229273,4.9,23
1212705,0.0,0
463602,5.364,365
28028,5.1,56
430354,5.169,510
16617,6.456,1290
482373,7.009,2763
97361,6.361,36
82881,7.136,1102
15128,5.927,103
11660,7.125,1798
51447,6.1,381
42348,7.4,26
376261,7.305,192
11009,6.729,2046
42424,5.188,85
14805,5.713,211
1210132,0.0,0
919355,6.3,61
974950,6.477,1900
130989,5.4,14
35721,3.8,35
1246470,0.0,0
