Release_year,Runtime,Language,Adult,Vote_average
2025.0,134,id,0,7.071
2025.0,106,es,0,5.695
2014.0,86,nl,0,4.7
2023.0,90,fr,0,5.161
2026.0,130,ja,0,7.077
1933.0,75,cs,0,5.4
2007.0,146,ja,0,7.0
2025.0,115,en,0,6.199
2018.0,98,ja,0,7.142
2017.0,91,en,0,6.2
2018.0,102,pl,0,6.0
2013.0,119,en,0,6.203
1990.0,132,en,0,5.8
2022.0,101,en,0,6.4
1994.0,79,ja,0,3.8
2012.0,117,en,0,6.567
1988.0,93,en,0,5.3
2015.0,100,en,0,4.437
2026.0,87,en,0,6.0
2007.0,122,pl,0,6.721
2014.0,100,ja,0,5.893
2021.0,116,es,0,3.615
2020.0,91,en,0,7.248
1980.0,124,en,0,8.048
2026.0,91,en,0,6.1
2025.0,80,es,0,6.6
1987.0,97,en,0,7.1
1992.0,105,es,0,7.3
2023.0,141,en,0,6.38
2024.0,63,tl,0,4.75
2024.0,145,id,0,7.204
2008.0,106,zh,0,7.762
2023.0,101,ja,0,7.0
1971.0,88,en,0,7.338
2015.0,91,en,0,5.08
2006.0,110,en,0,5.855
2013.0,91,en,0,5.9
2026.0,90,en,0,0.0
2002.0,100,pl,0,5.5
2014.0,100,en,0,5.9
1995.0,98,en,0,6.259
1986.0,100,en,0,6.0
2001.0,105,zh,0,5.475
2017.0,90,ko,0,7.0
2014.0,121,hu,0,6.6
2009.0,92,en,0,6.5
2018.0,100,en,0,6.707
2026.0,80,en,0,0.0
1996.0,107,en,0,6.585
2023.0,121,fr,0,6.921
1984.0,97,fr,0,3.4
2010.0,124,en,0,5.793
2025.0,92,tl,0,8.4
2014.0,90,en,0,5.491
2025.0,108,no,0,6.4
2025.0,120,es,0,4.7
1976.0,24,ja,0,5.8
2022.0,115,en,0,7.327
2025.0,112,tr,0,6.6
2017.0,111,en,0,7.349
2015.0,107,en,0,6.141
2011.0,75,en,0,5.7
2008.0,104,en,0,6.163
2005.0,119,en,0,6.493
2016.0,81,en,0,6.365
2012.0,119,zh,0,6.0
2016.0,114,en,0,6.3
2024.0,91,en,0,5.1
2025.0,91,es,0,10.0
2008.0,94,en,0,4.5
2002.0,92,en,0,6.034
2021.0,87,en,0,6.156
1989.0,101,en,0,6.938
2006.0,104,en,0,6.873
2024.0,89,fr,0,4.462
2009.0,96,en,0,6.078
2022.0,97,en,0,6.4
2023.0,105,en,0,6.1
2022.0,100,no,0,5.472
2011.0,91,en,0,4.394
2001.0,97,en,0,6.74
2014.0,108,en,0,6.176
2024.0,94,en,0,6.735
2008.0,118,nl,0,6.86
1992.0,96,en,0,5.675
2006.0,86,en,0,5.1
2007.0,103,th,0,5.8
2023.0,105,ko,0,7.2
2022.0,11,en,0,0.0
2005.0,123,en,0,6.675
2018.0,87,en,0,4.917
1997.0,124,en,0,6.469
1978.0,127,en,0,7.5
2008.0,101,en,0,5.266
2021.0,109,en,0,6.561
2003.0,92,en,0,4.2
2013.0,130,en,0,6.431
1996.0,100,en,0,6.451
1940.0,124,en,0,7.342
2023.0,97,tl,0,4.7
1962.0,80,sv,0,7.0
2021.0,98,ta,0,4.0
2023.0,147,hi,0,6.375
2025.0,80,en,0,4.9
2015.0,97,ko,0,4.3
2024.0,70,ja,0,6.3
2025.0,88,en,0,5.6
2016.0,85,ro,0,6.269
2025.0,110,ko,0,7.438
2015.0,90,ja,0,6.3
2003.0,106,en,0,5.5
2025.0,105,id,0,6.0
1962.0,154,en,0,7.306
2014.0,97,en,0,6.184
1991.0,115,ja,0,6.51
2024.0,114,en,0,6.5
2006.0,102,en,0,6.874
2007.0,113,en,0,6.841
1997.0,100,en,0,5.4
2023.0,46,fr,0,7.262
2012.0,90,fr,0,6.5
2021.0,94,en,0,5.9
1996.0,162,en,0,7.155
2025.0,108,en,0,5.368
1992.0,202,en,0,7.543
2000.0,108,en,0,6.692
1985.0,107,en,0,6.217
2025.0,137,en,0,6.8
2008.0,120,en,0,6.767
2003.0,82,en,0,5.288
2013.0,114,en,0,6.6
2013.0,111,en,0,7.033
2019.0,101,en,0,5.815
2019.0,102,en,0,6.63
1998.0,119,ja,0,6.5
2023.0,74,ja,0,7.7
2023.0,100,nl,0,3.5
2020.0,108,fr,0,5.728
2021.0,118,en,0,6.49
2020.0,94,en,0,5.981
2024.0,136,te,0,4.0
2001.0,114,en,0,6.159
2021.0,100,en,0,6.613
1994.0,83,en,0,6.495
2013.0,92,en,0,5.48
1960.0,125,en,0,8.19
2010.0,109,en,0,6.135
1970.0,109,it,0,7.5
1982.0,102,it,0,5.735
1978.0,91,de,0,6.0
1998.0,76,it,0,7.9
1982.0,115,tl,0,6.1
1993.0,144,en,0,7.8
2024.0,97,en,0,5.315
2004.0,155,de,0,7.857
2022.0,96,en,0,4.017
2024.0,130,en,0,6.979
2019.0,117,en,0,6.3
2019.0,127,en,0,7.534
2022.0,108,en,0,4.989
2002.0,138,en,0,7.1
2022.0,106,es,0,6.401
2018.0,99,hu,0,6.325
2016.0,86,en,0,6.351
1993.0,96,en,0,7.035
2024.0,100,en,0,6.1
2021.0,99,en,0,5.991
1975.0,188,en,0,7.99
2009.0,94,en,0,6.335
2023.0,93,ko,0,6.999
1985.0,12,pl,0,7.5
2002.0,99,en,0,6.1
1993.0,90,en,0,6.111
2015.0,121,en,0,6.827
2012.0,90,ca,0,0.0
2018.0,96,en,0,5.734
2008.0,92,hi,0,4.662
1984.0,107,en,0,6.683
1982.0,114,en,0,7.154
2025.0,111,zh,0,6.0
1993.0,109,en,0,6.342
1984.0,90,de,0,3.5
2001.0,89,en,0,5.5
2011.0,95,en,0,5.522
1990.0,120,en,0,7.775
2007.0,93,en,0,6.119
2004.0,96,el,0,5.459
2014.0,150,id,0,7.6
2013.0,107,en,0,6.073
2001.0,93,pt,0,5.8
2025.0,123,en,0,7.119
2002.0,117,en,0,7.344
1969.0,110,en,0,5.889
2019.0,119,en,0,6.1
2024.0,90,en,0,6.268
2010.0,132,en,0,5.889
2019.0,90,en,0,3.0
1983.0,106,en,0,6.245
1980.0,109,en,0,7.253
2011.0,99,en,0,6.5
2016.0,101,en,0,5.1
2005.0,89,en,0,5.1
2001.0,138,en,0,0.0
2024.0,105,ga,0,7.256
2008.0,118,en,0,7.677
1921.0,50,en,0,0.0
2024.0,93,en,0,5.853
2025.0,21,en,0,7.5
2006.0,8,en,0,0.0
2002.0,98,en,0,4.25
2013.0,88,en,0,6.096
2017.0,95,ja,0,6.9
2004.0,93,en,0,6.362
2009.0,110,en,0,6.887
2006.0,110,en,0,7.477
2005.0,101,en,0,5.084
1986.0,93,en,0,6.2
2005.0,80,en,0,6.2
2005.0,94,en,0,5.7
2021.0,92,en,0,6.632
2013.0,117,en,0,7.918
2026.0,116,en,0,0.0
2016.0,102,en,0,7.632
2025.0,87,en,0,4.701
1968.0,86,en,0,6.146
1994.0,113,en,0,6.148
2002.0,100,en,0,5.653
2016.0,79,sl,0,0.0
2008.0,75,en,0,2.8
2026.0,114,en,0,6.9
1955.0,96,it,0,5.722
2023.0,102,en,0,7.377
2021.0,100,fr,0,6.284
2017.0,89,ja,0,6.398
2015.0,89,en,0,5.939
1948.0,7,en,0,6.1
2012.0,120,pt,0,7.0
2022.0,95,en,0,5.972
2002.0,101,en,0,7.756
2010.0,90,en,0,5.4
2011.0,92,es,0,7.302
2025.0,123,en,0,6.992
2021.0,121,ja,0,7.644
2016.0,52,fr,0,2.0
1986.0,131,en,0,7.1
2022.0,79,en,0,5.825
2025.0,125,zh,0,5.4
1974.0,101,de,0,7.1
1994.0,119,en,0,6.7
2015.0,98,fr,0,5.299
2006.0,85,en,0,4.4
2017.0,133,en,0,7.459
1963.0,79,en,0,7.22
2004.0,90,en,0,5.9
1997.0,102,en,0,5.273
2016.0,89,ko,0,5.3
2017.0,103,en,0,5.043
2009.0,86,en,0,4.4
1995.0,110,en,0,6.705
1986.0,100,en,0,7.207
2010.0,82,en,0,4.393
2007.0,100,en,0,4.64
2025.0,93,en,0,6.657
2024.0,118,de,0,5.7
2011.0,87,en,0,5.699
1998.0,96,fr,0,0.0
2025.0,105,en,0,5.7
2022.0,104,tl,0,4.9
1981.0,76,tr,0,7.0
2019.0,119,en,0,7.668
1980.0,104,en,0,6.145
2023.0,88,es,0,6.92
2010.0,104,en,0,6.482
2008.0,97,ja,0,6.819
2016.0,109,en,0,6.384
1995.0,51,ja,0,7.297
2024.0,114,pl,0,6.512
2023.0,100,en,0,7.21
2005.0,164,en,0,7.137
2000.0,39,ja,0,4.9
2010.0,112,en,0,5.7
2005.0,96,en,0,3.75
2018.0,89,en,0,5.7
2014.0,114,en,0,7.115
2022.0,92,en,0,6.541
1971.0,105,it,0,5.0
2001.0,90,en,0,6.7
2007.0,162,hi,0,7.952
2004.0,141,en,0,7.257
1995.0,128,en,0,6.5
2023.0,119,en,0,6.748
2014.0,99,de,0,7.0
1979.0,87,en,0,2.333
2025.0,106,fr,0,7.14
1998.0,120,en,0,7.3
2025.0,119,fr,0,6.074
1946.0,95,sv,0,0.0
1975.0,88,en,0,5.091
2020.0,103,en,0,5.02
2010.0,147,en,0,6.064
2008.0,82,en,0,5.279
2009.0,128,it,0,6.7
2017.0,950,zh,0,0.0
2013.0,105,en,0,5.754
2024.0,95,en,0,5.58
2014.0,92,en,0,2.0
2023.0,131,en,0,6.373
2024.0,110,pt,0,5.956
2007.0,120,en,0,6.926
2002.0,111,en,0,6.792
2019.0,107,fr,0,6.868
1984.0,113,en,0,5.727
2024.0,92,en,0,5.676
1991.0,119,en,0,8.346
2017.0,87,en,0,5.8
2007.0,185,en,0,6.8
2008.0,90,en,0,5.634
2007.0,98,en,0,6.235
2025.0,109,en,0,5.27
2022.0,89,en,0,6.201
2025.0,95,fr,0,5.6
1971.0,102,en,0,7.4
2000.0,110,en,0,6.414
1981.0,118,en,0,6.895
1999.0,89,en,0,6.919
1981.0,115,en,0,5.929
2013.0,90,en,0,4.754
2005.0,115,ko,0,7.522
1987.0,107,en,0,5.919
1977.0,137,en,0,7.352
1991.0,143,en,0,6.855
2005.0,88,en,0,6.036
2009.0,99,en,0,6.321
1981.0,99,en,0,7.0
2014.0,77,en,0,7.4
2003.0,95,en,0,4.4
2025.0,85,tl,0,7.571
1976.0,87,en,0,6.529
2000.0,74,de,0,6.514
1993.0,121,en,0,6.239
2015.0,62,ja,0,7.848
1938.0,96,en,0,6.782
2022.0,93,en,0,4.5
1982.0,90,tl,0,1.0
2018.0,12,no,0,9.5
1995.0,192,en,0,6.9
2014.0,88,en,0,5.893
2007.0,94,ja,0,7.2
2016.0,158,ja,0,10.0
2014.0,92,en,0,6.484
2011.0,100,en,0,7.178
2009.0,90,sl,0,5.9
2024.0,107,en,0,6.366
2026.0,128,de,0,0.0
2023.0,108,hu,0,5.6
2019.0,121,en,0,5.578
2021.0,89,ru,0,5.724
1974.0,94,en,0,7.471
2001.0,119,en,0,6.869
2009.0,102,en,0,6.6
2018.0,132,en,0,7.014
2012.0,89,en,0,5.294
2021.0,108,en,0,7.011
2021.0,120,en,0,6.393
2014.0,14,en,0,0.0
2009.0,87,en,0,5.101
2021.0,117,en,0,6.655
1944.0,85,hr,0,5.8
2024.0,60,ja,0,7.426
2015.0,5,en,0,6.0
2016.0,161,en,0,7.121
2011.0,119,en,0,7.207
2005.0,119,ko,0,7.434
2007.0,110,en,0,5.261
1977.0,125,en,0,6.825
2023.0,81,en,0,5.5
2018.0,110,en,0,5.439
1999.0,118,en,0,6.794
2019.0,85,en,0,3.5
2017.0,132,en,0,7.493
2012.0,92,en,0,4.7
1943.0,90,es,0,7.7
2011.0,100,en,0,5.978
1981.0,99,en,0,6.395
1998.0,132,en,0,7.057
2013.0,103,es,0,5.155
2012.0,102,en,0,5.258
2002.0,115,en,0,5.2
2010.0,95,en,0,5.523
1999.0,108,en,0,7.252
2024.0,102,en,0,7.5
2002.0,110,ro,0,7.672
1992.0,115,en,0,5.7
2024.0,90,en,0,5.571
1921.0,70,en,0,0.0
2025.0,142,ta,0,0.0
1978.0,127,en,0,5.3
2023.0,91,tl,0,4.1
2025.0,78,en,0,6.769
2012.0,96,ja,0,5.2
2012.0,117,ja,0,8.2
2021.0,133,en,0,6.954
2003.0,80,fi,0,2.2
1990.0,42,ja,0,10.0
1931.0,68,en,0,3.667
2017.0,96,es,0,7.105
2018.0,126,en,0,5.564
2008.0,110,en,0,6.295
1997.0,95,en,0,5.2
1999.0,102,en,0,7.08
2025.0,134,es,0,6.543
2003.0,102,en,0,5.7
2026.0,96,en,0,0.0
1980.0,125,en,0,7.1
2024.0,116,en,0,6.679
2016.0,118,en,0,8.041
1977.0,95,it,0,6.386
2018.0,126,hi,0,7.167
1996.0,101,en,0,6.778
2017.0,98,en,0,5.7
2003.0,136,en,0,5.809
1933.0,104,en,0,7.6
2009.0,89,en,0,5.655
2015.0,112,en,0,6.798
2025.0,92,en,0,6.515
1978.0,104,de,0,5.0
2012.0,101,id,0,7.4
2019.0,99,en,0,6.907
1976.0,92,en,0,5.462
2023.0,117,en,0,7.268
1991.0,89,it,0,3.167
2003.0,104,en,0,6.44
1980.0,114,en,0,5.5
1994.0,112,it,0,7.1
2006.0,98,ja,0,7.785
1984.0,145,en,0,8.096
2010.0,24,sl,0,0.0
2023.0,169,hi,0,7.1
2000.0,121,en,0,7.0
1976.0,100,en,0,4.8
2021.0,84,en,0,6.257
2002.0,95,en,0,5.542
2001.0,89,en,0,5.8
2018.0,96,en,0,5.6
2025.0,103,en,0,8.036
1968.0,25,cs,0,8.3
2020.0,102,de,0,5.4
2013.0,96,en,0,6.1
2001.0,139,pl,0,5.429
1990.0,127,en,0,6.804
2006.0,98,en,0,6.549
2022.0,84,en,0,6.603
2009.0,134,id,0,6.5
2025.0,75,en,0,6.7
2020.0,119,en,0,6.57
1971.0,68,ja,0,4.8
2024.0,90,en,0,6.233
2024.0,112,id,0,6.258
2017.0,3,en,0,0.0
1996.0,119,en,0,7.05
2025.0,88,en,0,5.677
2024.0,91,nl,0,5.241
1970.0,143,ml,0,0.0
2022.0,98,en,0,5.152
2014.0,89,en,0,7.221
2007.0,86,en,0,6.045
2010.0,77,en,0,4.042
2016.0,90,ko,0,6.0
2024.0,94,ja,0,0.0
2014.0,131,zh,0,6.268
2010.0,133,en,0,6.244
2019.0,126,zh,0,6.6
2015.0,92,en,0,6.032
2021.0,98,en,0,5.332
2016.0,92,en,0,5.556
1996.0,93,en,0,4.0
1951.0,101,es,0,6.2
2010.0,80,en,0,5.219
2000.0,74,en,0,6.9
2012.0,109,fr,0,4.746
1989.0,106,en,0,7.3
2011.0,38,de,0,6.13
2016.0,113,de,0,6.966
2013.0,96,ja,0,4.7
2011.0,83,en,0,2.953
2015.0,111,de,0,7.2
2003.0,103,en,0,6.1
2007.0,77,en,0,5.5
2023.0,100,es,0,7.163
2016.0,92,de,0,6.75
2019.0,87,en,0,5.195
1968.0,155,en,0,7.505
2005.0,90,de,0,4.444
2017.0,110,en,0,4.9
1992.0,108,en,0,6.776
2008.0,86,en,0,6.125
2014.0,86,en,0,5.8
2007.0,113,en,0,7.305
1999.0,106,en,0,5.314
2004.0,111,en,0,5.696
2025.0,108,es,0,7.566
2025.0,86,en,0,6.92
1974.0,90,en,0,4.0
1983.0,91,en,0,7.2
2006.0,80,en,0,5.937
2015.0,118,hi,0,8.0
2011.0,97,en,0,7.4
1972.0,105,en,0,7.5
2024.0,83,en,0,5.13
2007.0,103,en,0,5.378
2021.0,108,en,0,6.801
2006.0,94,en,0,6.0
2001.0,95,en,0,3.333
2024.0,87,en,0,4.929
1986.0,118,en,0,7.166
2008.0,115,en,0,7.183
1955.0,90,en,0,6.2
1996.0,114,en,0,8.0
2021.0,90,ru,0,0.0
2017.0,101,en,0,4.36
2023.0,119,en,0,6.9
1995.0,95,zh,0,4.1
2024.0,96,en,0,5.968
2020.0,125,en,0,7.108
2008.0,82,en,0,6.178
2018.0,96,en,0,6.038
1989.0,174,hi,0,5.7
1983.0,90,en,0,4.405
1961.0,107,en,0,5.5
1953.0,103,it,0,7.643
2017.0,84,de,0,5.9
2006.0,99,en,0,7.0
1966.0,107,en,0,7.292
1959.0,122,en,0,8.086
1984.0,107,ja,0,5.72
2023.0,134,en,0,6.663
2019.0,93,hr,0,6.0
1983.0,110,en,0,6.87
2017.0,81,ko,0,5.2
2008.0,85,en,0,4.6
1990.0,151,hi,0,6.393
1936.0,93,sv,0,5.9
2023.0,96,ga,0,6.0
2017.0,87,ko,0,4.429
2011.0,64,tl,0,0.0
1989.0,58,ja,0,3.6
1976.0,95,tl,0,7.0
2000.0,136,en,0,6.2
2016.0,126,hi,0,7.098
2021.0,119,en,0,5.963
1995.0,129,en,0,6.558
2023.0,115,en,0,6.62
2007.0,113,en,0,6.08
2013.0,92,en,0,4.731
2002.0,96,en,0,7.1
2007.0,62,en,0,4.2
1978.0,116,en,0,7.223
1992.0,145,en,0,7.4
1975.0,111,en,0,6.4
2024.0,64,tl,0,5.5
2023.0,119,en,0,6.863
1997.0,95,en,0,6.129
2013.0,116,en,0,6.53
2012.0,89,ja,0,6.3
2016.0,86,en,0,6.831
1978.0,100,da,0,5.8
2013.0,96,en,0,5.9
2015.0,99,en,0,3.0
2020.0,11,en,0,7.1
2021.0,93,en,0,5.913
2011.0,90,en,0,6.2
2017.0,97,pt,0,7.0
2018.0,129,es,0,7.453
1998.0,57,ja,0,5.2
2019.0,118,en,0,6.4
2021.0,80,cs,0,7.1
2021.0,71,en,0,7.1
2018.0,90,en,0,4.2
2013.0,116,en,0,7.058
2020.0,95,en,0,6.147
2015.0,15,en,0,0.0
2003.0,104,en,0,6.734
2011.0,98,en,0,6.573
2023.0,91,en,0,6.548
2013.0,86,en,0,3.925
2013.0,103,en,0,6.644
1941.0,99,en,0,7.13
2018.0,82,en,0,3.417
1952.0,103,en,0,8.14
2023.0,74,ko,0,8.1
2011.0,89,de,0,7.0
2020.0,115,ko,0,6.729
2010.0,89,en,0,4.1
2004.0,108,en,0,6.485
2021.0,100,en,0,5.657
2007.0,89,en,0,5.648
2012.0,89,en,0,4.794
2009.0,100,ja,0,7.355
2016.0,107,en,0,6.414
2003.0,88,en,0,2.9
2010.0,96,en,0,6.1
2020.0,106,en,0,5.981
2002.0,74,en,0,6.112
2015.0,106,en,0,6.0
1996.0,96,en,0,6.849
2025.0,87,en,0,6.061
1987.0,24,en,0,7.2
2018.0,112,en,0,6.9
2024.0,116,zh,0,7.19
2021.0,158,en,0,6.571
1949.0,86,de,0,5.0
1976.0,97,sq,0,0.0
2008.0,134,bn,0,0.0
2006.0,117,en,0,7.6
2020.0,101,en,0,7.2
1999.0,107,en,0,6.0
1954.0,100,it,0,6.507
1981.0,126,en,0,6.8
1992.0,100,en,0,6.667
1929.0,19,en,0,6.965
2019.0,93,en,0,5.7
1933.0,56,en,0,3.3
2024.0,123,id,0,7.2
2024.0,105,es,0,6.5
2016.0,84,en,0,5.2
2015.0,100,en,0,3.7
1965.0,13,sh,0,0.0
2013.0,100,en,0,6.177
2026.0,156,fr,0,6.379
2001.0,86,nl,0,6.753
2023.0,84,en,0,7.4
2016.0,84,en,0,6.72
1973.0,81,pl,0,3.2
2024.0,90,zh,0,6.3
2024.0,90,en,0,5.9
2015.0,106,en,0,5.575
1998.0,88,en,0,5.0
2020.0,107,en,0,6.095
1995.0,106,en,0,6.4
1965.0,105,en,0,7.377
1952.0,137,en,0,7.906
1990.0,106,en,0,6.523
2015.0,8,sv,0,7.0
1933.0,67,it,0,5.2
2026.0,162,te,0,6.294
2021.0,102,en,0,5.0
2011.0,93,en,0,3.689
2025.0,104,en,0,7.049
2002.0,83,de,0,4.746
2025.0,70,tl,0,5.7
1940.0,90,en,0,5.4
2014.0,95,de,0,6.06
2025.0,123,es,0,6.5
2024.0,115,en,0,7.1
2024.0,87,en,0,5.948
2008.0,94,tl,0,0.0
2021.0,139,en,0,6.639
1982.0,134,en,0,0.0
2001.0,120,en,0,5.904
2015.0,79,th,0,6.1
2009.0,99,ja,0,5.9
2011.0,97,en,0,6.18
2003.0,115,ko,0,7.098
2009.0,86,sv,0,3.929
1985.0,104,it,0,6.2
1981.0,145,en,0,0.0
2007.0,96,en,0,4.5
2009.0,86,en,0,7.783
1984.0,82,en,0,6.1
1987.0,84,en,0,7.545
1992.0,93,zh,0,6.0
2005.0,101,en,0,5.821
2020.0,104,ja,0,7.877
2018.0,71,id,0,6.8
1988.0,123,en,0,6.7
2018.0,108,fr,0,6.5
1998.0,105,en,0,4.2
1993.0,96,en,0,3.8
2008.0,111,en,0,6.643
2023.0,15,fr,0,0.0
2026.0,105,en,0,0.0
1995.0,112,en,0,7.001
2010.0,108,es,0,7.3
1984.0,113,hu,0,1.7
1935.0,93,de,0,6.1
1997.0,118,en,0,6.6
2014.0,108,en,0,8.0
2019.0,112,en,0,6.9
2011.0,102,en,0,8.058
1994.0,101,en,0,6.3
1940.0,72,fi,0,3.0
1994.0,92,en,0,4.8
1969.0,99,it,0,3.3
2025.0,85,en,0,4.3
2023.0,132,ko,0,6.892
2014.0,98,en,0,4.897
2025.0,85,en,0,5.545
2019.0,86,en,0,7.5
2017.0,84,en,0,5.364
2002.0,110,en,0,5.1
2010.0,80,en,0,4.3
2011.0,98,en,0,7.625
2004.0,106,en,0,6.456
2021.0,98,en,0,7.009
1968.0,104,en,0,6.6
1994.0,99,en,0,5.927
1999.0,69,en,0,7.125
2010.0,103,fr,0,6.1
2005.0,540,en,0,7.4
1977.0,118,en,0,6.729
1997.0,98,en,0,5.188
1999.0,68,ja,0,4.1
1954.0,2,hi,0,0.0
2006.0,99,en,0,5.41
1999.0,97,en,0,6.8
1989.0,102,en,0,7.08
1966.0,112,da,0,7.3
2017.0,2,ja,0,5.0
2003.0,112,en,0,5.239
2022.0,110,sk,0,5.5
2021.0,89,da,0,7.747
2011.0,91,sk,0,5.722
1993.0,95,en,0,7.5
2018.0,84,en,0,5.795
2000.0,100,fr,0,6.3
1997.0,130,en,0,6.372
2010.0,112,en,0,6.96
2020.0,105,en,0,5.2
1985.0,104,sl,0,0.0
2024.0,95,en,0,6.2
2020.0,101,en,0,6.338
2025.0,135,ja,0,8.391
2020.0,90,en,0,5.2
2012.0,76,ja,0,7.24
2022.0,130,en,0,6.875
2014.0,6,en,0,6.768
2004.0,113,ja,0,4.955
1990.0,93,en,0,6.704
2018.0,95,fr,0,7.2
1988.0,88,en,0,6.378
1974.0,98,en,0,5.2
2014.0,94,en,0,6.091
1997.0,87,en,0,0.0
2003.0,104,en,0,6.165
2018.0,100,en,0,4.0
2002.0,104,en,0,6.5
2017.0,138,ko,0,8.028
1978.0,92,es,0,4.9
2017.0,94,en,0,5.169
2005.0,107,hi,0,6.361
2012.0,9,en,0,7.136
2016.0,96,en,0,7.305
2000.0,119,en,0,5.713
2022.0,99,en,0,6.3
2024.0,132,fr,0,6.477
2006.0,77,en,0,3.8
1973.0,58,en,0,0.0
1973.0,143,en,0,7.53
2025.0,95,en,0,6.727
2013.0,97,en,0,5.939
1968.0,12,sh,0,0.0
1984.0,96,ml,0,7.25
2018.0,112,fr,0,7.427
2011.0,11,en,0,0.0
1957.0,161,en,0,7.819
1991.0,130,en,0,7.596
2014.0,113,en,0,6.104
1976.0,80,en,0,5.613
1992.0,55,ja,0,6.129
2009.0,95,en,0,3.87
1996.0,98,ja,0,6.7
2020.0,85,en,0,6.2
1995.0,116,en,0,7.178
1980.0,87,en,0,4.034
2010.0,117,fr,0,6.667
2024.0,119,it,0,7.061
1985.0,97,en,0,7.494
2002.0,118,en,0,6.902
2021.0,94,en,0,5.8
2017.0,135,en,0,5.397
2015.0,104,en,0,6.24
2010.0,70,ja,0,0.0
2022.0,110,en,0,6.9
2005.0,85,en,0,6.395
2015.0,114,en,0,6.428
2025.0,84,en,0,4.8
2013.0,155,en,0,7.34
2024.0,110,en,0,6.77
2001.0,154,fr,0,6.3
2015.0,107,nl,0,5.6
2024.0,100,tl,0,6.375
2013.0,130,en,0,6.281
1975.0,99,en,0,7.442
2005.0,92,fi,0,0.0
2006.0,110,en,0,7.295
2015.0,86,en,0,5.5
2025.0,88,en,0,5.266
2023.0,87,en,0,4.661
1967.0,6,en,0,5.8
2018.0,100,ja,0,7.545
2001.0,108,en,0,3.6
1999.0,126,hi,0,4.3
1981.0,140,en,0,3.4
1978.0,109,en,0,6.7
2003.0,110,en,0,6.0
1985.0,107,en,0,6.0
2021.0,117,zh,0,8.061
2017.0,102,en,0,7.217
1975.0,99,sh,0,6.2
2023.0,118,en,0,7.64
2017.0,121,en,0,7.01
2019.0,107,en,0,6.656
2012.0,113,en,0,7.4
1992.0,110,en,0,5.3
2024.0,150,hi,0,0.0
1949.0,87,en,0,6.9
1977.0,102,it,0,4.6
2025.0,96,tr,0,6.21
2002.0,96,en,0,6.444
1976.0,115,en,0,5.1
1991.0,100,en,0,4.3
2000.0,116,en,0,4.6
1988.0,122,en,0,6.857
2013.0,122,ko,0,8.392
2015.0,89,en,0,1.0
1986.0,115,es,0,6.0
2019.0,98,en,0,5.9
2000.0,95,en,0,5.4
2023.0,111,fr,0,4.827
2024.0,88,en,0,4.818
2022.0,120,pt,0,3.667
2016.0,94,zh,0,6.5
2024.0,112,tl,0,4.8
2026.0,93,fr,0,6.0
1989.0,94,en,0,5.5
2015.0,99,en,0,5.231
1990.0,87,de,0,2.667
2015.0,96,en,0,4.6
2020.0,15,eu,0,0.0
1939.0,125,en,0,6.5
2002.0,102,en,0,4.4
2018.0,141,ko,0,8.045
2002.0,105,de,0,6.203
2007.0,30,en,0,0.0
1984.0,92,en,0,5.7
2008.0,171,hi,0,4.5
1950.0,25,en,0,0.0
1974.0,95,en,0,5.5
1987.0,103,en,0,6.5
2011.0,13,fr,0,1.0
1992.0,46,ja,0,4.2
2005.0,86,en,0,6.748
1994.0,96,en,0,5.278
1962.0,126,it,0,7.7
2020.0,118,tr,0,5.8
2024.0,94,en,0,6.75
2024.0,93,en,0,6.5
2020.0,105,en,0,6.313
1989.0,56,pl,0,7.1
1909.0,5,en,0,2.5
2005.0,117,hi,0,5.538
2016.0,120,ja,0,5.679
2017.0,134,en,0,7.321
1989.0,102,en,0,6.329
1953.0,101,en,0,6.981
2021.0,130,fr,0,7.329
2021.0,156,en,0,6.945
2016.0,86,en,0,5.653
1954.0,103,de,0,3.5
1992.0,110,en,0,0.0
2016.0,101,en,0,7.1
2015.0,94,en,0,6.4
2001.0,109,fr,0,3.167
1976.0,86,no,0,2.75
1995.0,100,zh,0,5.7
1985.0,92,en,0,5.4
1929.0,84,en,0,0.0
1994.0,97,en,0,5.4
2010.0,44,ja,0,7.7
2025.0,90,fr,0,4.76
1955.0,102,de,0,7.299
1997.0,102,en,0,6.048
1936.0,64,en,0,4.5
2013.0,27,ja,0,5.2
1956.0,81,no,0,6.0
2007.0,102,en,0,6.958
2009.0,90,en,0,5.259
2004.0,115,en,0,6.255
2023.0,90,en,0,5.467
2018.0,107,zh,0,6.492
2024.0,108,en,0,7.245
2020.0,129,en,0,7.254
2019.0,95,id,0,6.361
2024.0,104,en,0,6.529
2025.0,83,en,0,5.668
2020.0,70,ko,0,0.0
2020.0,110,en,0,6.718
2024.0,169,ta,0,7.396
1973.0,121,en,0,6.5
2020.0,113,en,0,7.2
2018.0,82,sw,0,7.0
2023.0,93,en,0,4.667
2023.0,82,en,0,5.5
2011.0,129,sv,0,6.25
2011.0,95,zh,0,3.762
2007.0,84,en,0,4.3
1998.0,105,en,0,0.0
1994.0,30,ja,0,8.0
2011.0,103,en,0,6.231
1963.0,251,en,0,7.048
1999.0,113,en,0,7.4
1981.0,117,fr,0,6.69
2007.0,96,en,0,6.122
2002.0,98,en,0,5.737
2022.0,102,en,0,3.6
2021.0,121,en,0,6.455
2010.0,97,en,0,6.803
